accession	species	ST	Bla_acquired	Bla_ESBL_acquired	Bla_Carb_acquired	AGly_acquired	Flq_acquired	Tet_acquired	Sul_acquired	virulence_score	resistance_score
SRR27049482	Klebsiella pneumoniae	ST4277	-	-	-	-	-	-	-	0	0
SRR27049630	Klebsiella pneumoniae	ST219	-	CTX-M-15	-	aadA2^;strA.v1*;strB.v1*	qnrS1	-	sul1;sul2	0	1
SRR27049645	Klebsiella pneumoniae	ST392-1LV	OXA-1;TEM-1D.v1^	CTX-M-15	-	aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;strA.v1^;strB.v1	qnrB1.v2^	tet(A).v1	sul2	0	1
SRR27049671	Klebsiella pneumoniae	ST1271	OXA-1	CTX-M-15	-	aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;aadA^;strA.v1;strB.v1	qnrB5*	tet(D)	sul3	0	1
SRR27049689	Klebsiella pneumoniae	ST1271	OXA-1	CTX-M-15;SHV-2	-	aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;aadA2;aadA^;strA.v1;strB.v1	qnrB5*	tet(D)	sul3	0	1
SRR27049849	Klebsiella pneumoniae	ST280	OXA-1;TEM-1D.v1^	CTX-M-15	-	aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;strA.v1^;strB.v1	qnrB1.v2^	tet(A).v1	sul2	0	1
SRR27050007	Klebsiella pneumoniae	ST364	-	-	-	aadA5;aph3-Ia.v1^	-	tet(D)	sul1	0	0
SRR27050066	Klebsiella pneumoniae	ST22	TEM-1D.v1^	CTX-M-15	-	strA.v1^;strB.v1	qnrB1.v2^	tet(A).v1	sul2	1	1
SRR27062431	Klebsiella pneumoniae	ST512	TEM-104*?	-	KPC-3	aac(6')-Ib'.v1;aph3-Ia.v1^	-	-	-	0	3
SRR27062441	Klebsiella pneumoniae	ST512	TEM-1D.v1^	-	KPC-3	aac(6')-Ib'.v1;aadA2^;aph3-Ia.v1^	-	-	sul1	0	3
SRR27073171	Klebsiella pneumoniae	ST105	-	-	-	-	-	-	-	0	0
SRR27129773	Klebsiella pneumoniae	ST37	TEM-1D.v1^	-	KPC-3	aac(6')-Ib'.v1*;aadA*	qnrB19^	tet(D)	sul2	0	2
SRR27131770	Klebsiella pneumoniae	ST219	TEM-1D.v1^	CTX-M-15	KPC-2	aadA2^;strA.v1*;strB.v1*	qnrS1	-	sul1;sul2	1	2
SRR27150534	Klebsiella pneumoniae	ST16	TEM-1D.v1^	CTX-M-15	NDM-5	aadA2^	-	-	sul1	0	2
SRR27158794	Klebsiella pneumoniae	ST11	TEM-1D.v1^	ADC-30;CTX-M-65	KPC-2;OXA-23;OXA-66	rmtB;strA.v1;strB.v1	-	tet(B).v2*?	sul2	4	2
SRR27158808	Klebsiella pneumoniae	ST412	-	-	-	-	-	-	-	3	0
SRR27158809	Klebsiella pneumoniae	ST39	DHA-1;TEM-1D.v1^	CTX-M-14	KPC-2	aac(3)-IId^;aac(6')-Ib-cr.v2;aadA16*;armA	qnrB4;qnrB6^	tet(D)*	sul1	4	2
SRR27158817	Klebsiella pneumoniae	ST23	-	-	-	-	-	-	-	5	0
SRR27158825	Klebsiella pneumoniae	ST36	DHA-1;TEM-1D.v1^	CTX-M-14	-	aac(6')-Ib-cr.v2;aadA16*;armA;strB.v1	qnrB4	-	sul1	5	1
SRR27158836	Klebsiella pneumoniae	ST412	-	-	-	-	-	-	-	3	0
SRR27158842	Klebsiella pneumoniae	ST1764	-	-	-	-	-	-	-	3	0
SRR27177927	Klebsiella pneumoniae	ST1440	TEM-1D.v1^	CTX-M-12	KPC-2	aadA^;rmtG	qnrB19^	tet(D)	sul1;sul2	0	2
SRR27178437	Klebsiella pneumoniae	ST17	-	-	NDM-7	-	-	-	-	0	2
SRR27195163	Klebsiella pneumoniae	ST268	-	-	-	-	-	-	-	5	0
SRR27195174	Klebsiella pneumoniae	ST218	-	-	-	-	-	-	-	4	0
SRR27195178	Klebsiella quasipneumoniae subsp. similipneumoniae	ST3857	-	-	-	-	-	-	-	4	0
SRR27195192	Klebsiella pneumoniae	ST231	TEM-1D.v1^	CTX-M-15	OXA-232	aac(6')-Ib;aadA2^;rmtF	qnrS1	-	sul1	4	2
SRR27198944	Klebsiella pneumoniae	ST2854	TEM-1D.v1^	-	-	aac(3)-IId^;aadA2^;aph3-Ia.v1;strA.v1^;strB.v1	-	tet(B).v2*	sul2*	0	0
SRR27198945	Klebsiella pneumoniae	ST294	-	-	-	aadA13	-	-	sul1	0	0
SRR27198946	Klebsiella pneumoniae	ST1622-2LV	-	-	-	-	-	-	-	0	0
SRR27198961	Klebsiella pneumoniae	ST2640	-	-	-	strA.v1;strB.v1	-	tet(B).v2*	-	0	0
SRR27198963	Klebsiella pneumoniae	ST2640	-	-	-	aadA2;strA.v1;strB.v1	-	tet(B).v2*;tet(C)	sul1	0	0
SRR27198969	Klebsiella pneumoniae	ST2640	-	-	-	-	-	-	-	0	0
SRR27198978	Klebsiella pneumoniae	ST65	-	-	-	-	-	-	-	3	0
SRR27198980	Klebsiella pneumoniae	ST2623	-	-	-	-	-	-	sul2	0	0
SRR27199010	Klebsiella pneumoniae	ST2640	-	-	-	strA.v1;strB.v1	-	tet(B).v2*	-	0	0
SRR27199051	Klebsiella pneumoniae	ST314	-	-	-	-	-	-	-	0	0
SRR27199055	Klebsiella pneumoniae	ST643	-	-	-	-	-	-	-	0	0
SRR27199057	Klebsiella pneumoniae	ST14	-	-	KPC-3	aac(6')-Ib-cr.v2;aadA16*;aadA5;strA.v1^;strB.v1*	-	-	sul1;sul2	0	2
SRR2724092	Klebsiella pneumoniae	ST405	TEM-1D.v1^	CTX-M-15	OXA-48	aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;strA.v1^;strB.v1	qnrB1.v2^	tet(A).v1	sul2	1	2
SRR2724135	Klebsiella pneumoniae	ST37	CMY-6	-	NDM-1	aac(6')-Ib3^;rmtC	-	-	sul1	0	2
SRR27253532	Klebsiella pneumoniae	ST1554	-	-	-	-	-	-	-	1	0
SRR27253582	Klebsiella pneumoniae	ST20-1LV	-	-	-	-	-	-	-	0	0
SRR27253601	Klebsiella pneumoniae	ST4427	-	-	-	-	-	-	-	0	0
SRR27253611	Klebsiella pneumoniae	ST253	-	-	-	-	-	-	-	0	0
SRR27253619	Klebsiella pneumoniae	ST1380	-	-	-	-	-	-	-	0	0
SRR27253631	Klebsiella pneumoniae	ST872	-	-	-	-	-	-	-	0	0
SRR27327034	Klebsiella pneumoniae	ST147-1LV	OXA-1;TEM-1D.v1^	CTX-M-15	NDM-1	aac(6')-Ib-cr.v2;aph(3')-VI	qnrS1	-	sul1;sul2	3	2
SRR27372511	Klebsiella pneumoniae	ST405	OXA-1;TEM-1D.v1^	CTX-M-15;SHV-76* +238S	VIM-1	aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;aac(6')-Il;aadA1.v1^;ant(2'')-Ia;strA.v1^;strB.v1	qnrS1	-	sul2	1	2
SRR27375605	Klebsiella pneumoniae	ST3155	TEM-1D.v1^	-	KPC-2	-	-	tet(D)	-	0	2
SRR27383043	Klebsiella pneumoniae	ST564	-	-	-	strA.v1;strB.v1	-	tet(A).v1*	sul2	0	0
SRR27411009	Klebsiella pneumoniae	ST268	OXA-10;TEM-1D.v1^	CTX-M-15	NDM-1	aadA*;aph(3')-Ia	qnrS1	-	sul1;sul2	1	2
SRR27411020	Klebsiella pneumoniae	ST105	-	-	KPC-3	-	-	-	-	0	2
SRR27411042	Klebsiella variicola subsp. variicola	ST4368	-	-	OXA-181*	-	qnrS1	-	-	0	2
SRR27420916	Klebsiella variicola subsp. variicola	ST3201-1LV	TEM-1D.v1^	-	KPC-3	-	qnrS1	-	-	0	2
SRR27488095	Klebsiella pneumoniae	ST16-1LV	TEM-1D.v1^	-	NDM-5;OXA-181	aadA2^;strA.v1^;strB.v1	qnrS1	tet(A).v1	sul1;sul2	0	2
SRR27492051	Klebsiella pneumoniae	ST48	TEM-1D.v1^	-	KPC-3	aac(6')-Ib'.v1*;aadA*;aadA*;sat-2	qnrB19^	-	-	2	2
SRR27604520	Klebsiella pneumoniae	ST220	-	-	-	-	-	-	-	0	0
SRR27680181	Klebsiella pneumoniae	ST70	TEM-1D.v1^	-	KPC-3	aac(6')-Ib'.v1*;aadA*	qnrB19^	-	-	1	2
SRR27695923	Klebsiella pneumoniae	ST20	-	-	NDM-7	aac(6')-Ib7*	qnrS1	-	sul2	1	2
SRR27710328	Klebsiella pneumoniae	ST133	-	CTX-M-15	NDM-1	aac(6')-Ib'.v1;aadA*;ant(2'')-Ia;aph(3')-VI;strA.v1^;strB.v1	qnrS1	tet(A).v2	sul2	2	2
SRR27733050	Klebsiella pneumoniae	ST1779	TEM-1D.v1^	-	-	-	-	-	-	1	0
SRR27763386	Klebsiella pneumoniae	ST45	OXA-1;TEM-1D.v1^	CTX-M-15	NDM-5	aac(6')-Ib-cr.v2;aph(3')-VI;strA.v1^;strB.v1	qnrS1	-	sul2	4	2
SRR27763429	Klebsiella pneumoniae	ST111	-	CTX-M-15	NDM-5	aph(3')-VI	qnrS1*	-	sul1	4	2
SRR27763465	Klebsiella pneumoniae	ST198	OXA-9.v1;TEM-1D.v1^	CTX-M-15	NDM-1	aac(6')-Ib'.v1;aadA*;aph(3')-VI	qnrS1	-	-	1	2
SRR27763489	Klebsiella pneumoniae	ST45	TEM-1D.v1^	CTX-M-15	NDM-5	aac(3)-IIa.v1^;aph(3')-VI;strA.v1^;strB.v1	qnrB1.v2^;qnrS1	tet(A).v1	sul1;sul2	4	2
SRR27763491	Klebsiella pneumoniae	ST556	-	CTX-M-15	NDM-5	aph(3')-VI	qnrB1.v2^;qnrS1	tet(D)	sul1	3	2
SRR27763512	Klebsiella pneumoniae	ST111	-	CTX-M-15	NDM-5	aph(3')-VI	qnrS1	-	sul1	4	2
SRR27763544	Klebsiella pneumoniae	ST45	TEM-1D.v1^	CTX-M-15	NDM-5	aac(3)-IIa.v1^;aph(3')-VI;strA.v1^;strB.v1	qnrB1.v2^;qnrS1	tet(A).v1	sul1;sul2	4	2
SRR27763611	Klebsiella pneumoniae	ST45	TEM-1D.v1^	CTX-M-15	NDM-5	aac(3)-IIa.v1^;aph(3')-VI;strA.v1^;strB.v1	qnrB1.v2^;qnrS1	tet(A).v1	sul1;sul2	4	2
SRR27763629	Klebsiella pneumoniae	ST323	OXA-1;TEM-1D.v1^	CTX-M-15	KPC-3	aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;strA.v1^;strB.v1	qnrB1.v2^	tet(A).v1	sul2	0	2
SRR27763630	Klebsiella pneumoniae	ST45	-	CTX-M-15	NDM-5	aph(3')-VI	qnrS1	-	sul1	4	2
SRR27763680	Klebsiella pneumoniae	ST45	TEM-1D.v1^	CTX-M-15	NDM-5	aac(3)-IIa.v1^;aph(3')-VI;strA.v1^;strB.v1	qnrB1.v2^;qnrS1	tet(A).v1	sul1;sul2	4	2
SRR27797839	Klebsiella variicola subsp. variicola	ST3199	-	-	-	aadA*;sat-2	-	-	-	0	0
SRR27797860	Klebsiella variicola subsp. variicola	ST347	-	SHV-30	KPC-2	aadA11.v2*;strA.v1;strB.v1	qnrS1	tet(B).v2*	sul1	0	2
SRR27830833	Klebsiella pneumoniae	ST231	TEM-1D.v1^	-	OXA-232	aac(6')-Ib;aadA2^;rmtF	qnrS1	-	sul1	4	2
SRR27836859	Klebsiella pneumoniae	ST37	LAP-1;TEM-1D.v1^	-	KPC-3	-	qnrS1	-	-	0	2
SRR27847175	Klebsiella pneumoniae	ST101	OXA-1;TEM-1D.v1^	CTX-M-15	-	aac(6')-Ib-cr.v2	-	tet(D)	-	1	1
SRR27847180	Klebsiella pneumoniae	ST751	-	-	KPC-2	aph(3')-VI;aph3-Ia.v1^;armA^	qnrS1	-	sul1;sul2	4	2
SRR27847186	Klebsiella pneumoniae	ST383	-	-	NDM-1	aac(6')-Ib;aph(3')-VI;aph3-Ia.v1^;rmtF	qnrB1.v1	tet(A).v1	sul1;sul2*	3	2
SRR27875348	Klebsiella pneumoniae	ST383	TEM-1	CTX-M-14^;CTX-M-15	NDM-5;OXA-48	aac(6')-Ib'.v1;aadA*;aph(3')-VI;aph3-Ia.v1^;armA;strA.v1;strB.v1	qnrS1	tet(A).v1	sul1;sul2	4	2
SRR27886084	Klebsiella pneumoniae	ST152	OXA-1;TEM-1D.v1^	CTX-M-15	OXA-48	aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;aadA16*;aph3-Ia.v1^;strA.v1^;strB.v1	qnrB6^	-	sul1;sul1;sul2	1	2
SRR27886167	Klebsiella pneumoniae	ST1527	OXA-1	CTX-M-15	OXA-48	aac(3)-IIa.v1^;aac(6')-Ib-cr.v2	-	-	-	1	2
SRR27886187	Klebsiella pneumoniae	ST42	TEM-1D.v1^	CTX-M-15	OXA-181	aac(6')-Ib;aph3-Ia.v1^;rmtB;rmtF	-	tet(A).v1*	sul2	0	2
SRR27920390	Klebsiella variicola subsp. variicola	ST3200	DHA-1;OXA-1	SHV-12	NDM-1	aac(6')-Ib-cr.v2;aadA16*	qnrB4;qnrS1	-	sul1	0	2
SRR27966584	Klebsiella pneumoniae	ST35	-	-	OXA-181	-	qnrS1	-	-	1	2
SRR27977133	Klebsiella pneumoniae	ST39	OXA-1;TEM-1D.v1^	CTX-M-15	KPC-2	aac(6')-Ib-cr.v2;aadA*;ant(2'')-Ia	qnrS1	-	sul1	4	2
SRR27977190	Klebsiella pneumoniae	ST924	-	-	OXA-181	-	qnrS1	-	-	0	2
SRR27977335	Klebsiella pneumoniae	ST410-2LV	OXA-1;TEM-1D.v1^	CTX-M-15	NDM-5	aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;aadA2^;aph3-Ia.v1^	qnrB1.v2^;qnrS1	tet(A).v1	sul1;sul2	0	2
SRR27977370	Klebsiella pneumoniae	ST152	-	CTX-M-15	NDM-1	aac(3)-IId^;aac(6')-Ib-cr.v2;aadA16*;aadA2^;armA	qnrB6^	tet(D)	sul1	1	2
SRR27977372	Klebsiella pneumoniae	ST1662-1LV	OXA-1	CTX-M-15	NDM-1	aac(6')-Ib-cr.v2;strA.v1^;strB.v1	qnrB1.v2^	tet(A).v1	sul2	0	2
SRR27984554	Klebsiella variicola subsp. variicola	ST1456	-	-	-	-	-	-	-	0	0
SRR27991338	Klebsiella pneumoniae	ST44	TEM-1D.v1^	CTX-M-15	NDM-5	-	qnrS1	tet(A).v1;tet(D)	sul1	3	2
SRR27991361	Klebsiella pneumoniae	ST556	TEM-1D.v1^	CTX-M-15	NDM-5	aph(3')-VI;strA.v1^;strB.v1	qnrB1.v2^;qnrS1	tet(D)	sul1;sul2	3	2
SRR28009809	Klebsiella pneumoniae	ST2502	-	-	KPC-3	armA	-	-	-	1	3
SRR28034904	Klebsiella pneumoniae	ST258	TEM-1D.v1^	-	KPC-2	aac(6')-Ib'.v1;aadA2^;aph3-Ia.v1^	-	-	sul1	0	2
SRR28034984	Klebsiella pneumoniae	ST17	-	-	KPC-3	aac(3)-IIa.v1^;aac(6')-Ib'.v1	qnrS1	-	-	1	2
SRR28040606	Klebsiella pneumoniae	ST17-1LV	-	-	-	-	-	-	-	1	0
SRR28040614	Klebsiella pneumoniae	ST719	-	-	-	-	-	-	-	0	0
SRR28040630	Klebsiella pneumoniae	ST34-1LV	-	-	-	-	-	-	-	0	0
SRR28040634	Klebsiella pneumoniae	ST420	-	-	-	-	-	-	-	4	0
SRR28040635	Klebsiella pneumoniae	ST1537	-	-	-	-	-	-	-	0	0
SRR28040641	Klebsiella pneumoniae	ST14-1LV	-	-	-	aadA^	-	-	sul1?	0	0
SRR28121858	Klebsiella pneumoniae	ST1026-1LV	CMY-6	-	NDM-1	aac(6')-Ib3^;rmtC	-	-	sul1	0	2
SRR28121859	Klebsiella pneumoniae	ST147-1LV	OXA-1;TEM-1D.v1^	CTX-M-15	NDM-1	aac(6')-Ib-cr.v2;aph(3')-VI;armA	qnrS1	-	sul1;sul2	3	2
SRR28124134	Klebsiella pneumoniae	ST348	TEM-1D.v1^	-	KPC-3	strA.v1^;strB.v1	qnrB1.v2^;qnrS1	tet(A).v1	sul2	1	2
SRR28124937	Klebsiella pneumoniae	ST29	-	-	KPC-3	aadA2	qnrB19^	tet(A).v2	sul1	0	2
SRR28198049	Klebsiella variicola subsp. variicola	ST3201-1LV	TEM-1D.v1^	-	KPC-3	-	qnrS1	-	-	0	2
SRR28291777	Klebsiella pneumoniae	ST11	LAP-2;TEM-1D.v1^	CTX-M-65;SHV-12	KPC-2	aadA2;rmtB	qnrS1	tet(A).v1	sul2	4	2
SRR28295093	Klebsiella pneumoniae	ST66	-	-	-	-	-	-	-	5	0
SRR28295096	Klebsiella pneumoniae	ST66	-	-	-	-	-	-	-	5	0
SRR28295097	Klebsiella pneumoniae	ST66	-	-	-	-	-	-	-	5	0
SRR28295099	Klebsiella pneumoniae	ST66	-	-	-	-	-	-	-	5	0
SRR28299548	Klebsiella pneumoniae	ST1026	-	-	-	strA.v1;strB.v1	-	-	-	0	0
SRR28313070	Klebsiella pneumoniae	ST107	TEM-1D.v1^	-	NDM-5	-	-	tet(D)	-	0	2
SRR28334390	Klebsiella pneumoniae	ST188	DHA-1	-	-	-	qnrB4	-	sul1	0	0
SRR28334403	Klebsiella pneumoniae	ST1741	TEM-1D.v1^	CTX-M-15	-	aac(3)-IIa.v1	qnrS1	-	-	1	1
SRR28334406	Klebsiella pneumoniae	ST2163	MOX-2;OXA-1	-	-	aac(6')-Ib-cr.v2^;aadA1.v1^;ant(2'')-Ia;aph(3')-VIa	-	-	sul1	0	0
SRR28334483	Klebsiella pneumoniae	ST789	-	-	-	strA.v1;strB.v1	-	tet(D)	sul2	0	0
SRR28334492	Klebsiella pneumoniae	ST73	SCO-1;TEM-1D.v1^	CTX-M-15	-	aac(3)-IIa.v1;aadA^	-	tet(C)	sul1	1	1
SRR28334496	Klebsiella pneumoniae	ST14	OXA-1	CTX-M-15;SHV-2	-	aac(3)-IIa.v1;aac(6')-Ib-cr.v2	-	-	sul2	1	1
SRR28334500	Klebsiella pneumoniae	ST26	OXA-1	CTX-M-15	NDM-1	aac(3)-IIa.v1;aac(6')-Ib-cr.v2;rmtC	-	-	sul1*;sul2	0	2
SRR28334502	Klebsiella pneumoniae	ST36	-	-	-	strA.v1;strB.v1	-	-	-	0	0
SRR28334547	Klebsiella pneumoniae	ST502	OXA-1;SCO-1;TEM-1D.v1^	CTX-M-15	-	aac(3)-IIa.v1;aac(6')-Ib-cr.v2;aadA^	-	-	sul1^	0	1
SRR28334551	Klebsiella pneumoniae	ST441	OXA-1;TEM-1D.v1^	CTX-M-15	-	aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;strA.v1^;strB.v1	-	-	sul2	1	1
SRR28334627	Klebsiella pneumoniae	ST22-2LV	LAP-2	CTX-M-14	NDM-4	aac(3)-IId^;aac(6')-Ib'.v1;aadA*;strA.v1^;strB.v1	qnrS1	tet(A).v1	sul2	3	2
SRR28334679	Klebsiella pneumoniae	ST2136	-	-	-	-	-	-	-	0	0
SRR28357606	Klebsiella pneumoniae	ST3712	DHA-1	-	OXA-181	strA.v1;strB.v1	qnrB4;qnrS1	-	sul1*	0	2
SRR28361179	Klebsiella quasipneumoniae subsp. similipneumoniae	ST3396-1LV	TEM-1D.v1^	SHV-7^	NDM-1	aac(3)-IId^;aac(6')-Ib-cr.v2;aadA16*;ant(2'')-Ia	qnrS1	-	sul1	0	2
SRR28462988	Klebsiella pneumoniae	ST982-2LV	-	-	NDM-7	aac(6')-Ib7*	qnrS1	-	sul2	0	2
SRR28465230	Klebsiella pneumoniae	ST43	-	-	KPC-3	-	-	-	-	0	2
SRR28465242	Klebsiella pneumoniae	ST70	TEM-1D.v1^	-	KPC-3	-	-	-	-	0	2
SRR28465253	Klebsiella quasipneumoniae subsp. quasipneumoniae	ST196	OXA-2;OXA-9.v1;TEM-1D.v1^	SHV-30*	KPC-3	aac(6')-Ib'.v1*;aadA*;ant(2'')-Ia;strA.v1*;strB.v1*	qnrA1	-	sul1;sul1	0	2
SRR28465261	Klebsiella pneumoniae	ST244	TEM-1D.v1^	-	KPC-2	aadA2^	qnrB2.v1^	-	sul1	0	2
SRR28516783	Klebsiella pneumoniae	ST2096	OXA-1;TEM-1D.v1^	CTX-M-15	OXA-232	aac(6')-Ib-cr.v2;aadA2^;armA*	-	tet(D)	sul1	4	2
SRR28530526	Klebsiella variicola subsp. variicola	ST3336	CARB-2.v1^;OXA-1;OXA-9.v1;TEM-1D.v1^	-	KPC-2*;VIM-1	aac(6')-Ib-cr.v2^;aac(6')-Il;aadA*;aadA2;ant(2'')-Ia	qnrA1	-	-	0	2
SRR28558443	Klebsiella pneumoniae	ST45	-	-	-	-	-	tet(D)	-	1	0
SRR28558448	Klebsiella quasipneumoniae subsp. similipneumoniae	ST1859	-	-	-	-	-	-	-	0	0
SRR28562465	Klebsiella pneumoniae	ST86	-	-	-	-	-	-	-	4	0
SRR28616999	Klebsiella pneumoniae	ST13	OXA-9.v1	-	KPC-3	aadA*;strA.v1^;strB.v1	-	-	sul2	2	2
SRR28617003	Klebsiella pneumoniae	ST874	OXA-9.v1;TEM-1D.v1^	CTX-M-15	KPC-3	aac(6')-Ib'.v1;aph3-Ia.v1^;strA.v1^;strB.v1	-	-	sul1;sul2	0	2
SRR28617020	Klebsiella pneumoniae	ST258	OXA-9.v1;TEM-1D.v1^	-	KPC-3	aac(6')-Ib'.v1*;aadA*;aadA2^;strA.v1^;strB.v1	-	-	sul1;sul2	2	2
SRR28617028	Klebsiella pneumoniae	ST485	-	-	-	-	-	-	-	0	0
SRR28617060	Klebsiella pneumoniae	ST437	-	CTX-M-15	OXA-48	aadA2^;armA	-	-	sul1	0	2
SRR28618911	Klebsiella variicola subsp. variicola	ST3201-1LV	TEM-1D.v1^	-	KPC-3	-	qnrS1	-	-	0	2
SRR28637706	Klebsiella pneumoniae	ST2096	OXA-1;TEM-1D.v1^	CTX-M-15	OXA-232	aac(6')-Ib-cr.v2;aadA2^;armA*;sat-2	-	tet(D)	sul1	3	2
SRR28741928	Klebsiella pneumoniae	ST16	OXA-1;TEM-1D.v1^	CTX-M-15	KPC-2	aac(6')-Ib-cr.v2;aadA2^;aph3-Ia.v1^	-	tet(A).v1	sul1	1	2
SRR28743699	Klebsiella pneumoniae	ST485	-	-	-	-	-	-	-	1	0
SRR28743713	Klebsiella pneumoniae	ST65	-	-	-	-	-	-	-	5	0
SRR28763220	Klebsiella pneumoniae	ST38	-	-	NDM-7	aac(6')-Ib7*	qnrS1	-	sul2	0	2
SRR28777941	Klebsiella variicola subsp. variicola	ST641	-	-	-	-	-	-	-	0	0
SRR28777988	Klebsiella variicola subsp. variicola	ST641	-	-	-	-	-	-	-	0	0
SRR28813028	Klebsiella pneumoniae	ST941	OXA-9.v1;TEM-1D.v1^	-	KPC-3	aac(6')-Ib'.v1*;aadA*	-	-	-	0	2
SRR28845735	Klebsiella pneumoniae	ST17	TEM-1D.v1^	CTX-M-15	NDM-7	aac(6')-Ib7*;strA.v1^;strB.v1	qnrB1.v2^;qnrS1	-	sul2	0	2
SRR28867060	Klebsiella pneumoniae	ST147-1LV	OXA-1;OXA-9.v1;TEM-1D.v1^	CTX-M-15	NDM-1	aadA*;aph(3')-VI	qnrS1	-	sul1	1	2
SRR29007818	Klebsiella pneumoniae	ST211	-	CTX-M-9	NDM-1	aadA2;ant(2'')-Ia	qnrA1^	-	sul1	0	3
SRR29012780	Klebsiella pneumoniae	ST377	-	CTX-M-15	OXA-48	-	-	-	-	1	2
SRR29042546	Klebsiella variicola subsp. variicola	ST3517-1LV	-	CTX-M-9	NDM-1	aac(3)-IId^;aac(6')-Ib-cr.v2;aadA16*;aadA2	qnrA1^	tet(A).v2	sul1	0	3
SRR29042783	Klebsiella pneumoniae	ST661	-	-	KPC-2	-	-	-	-	0	2
SRR29061810	Klebsiella pneumoniae	ST2407	TEM-1D.v1^	CTX-M-15	-	aac(3)-IId^;strA.v1*;strB.v1*	qnrB1.v1	-	sul2	0	1
SRR29061864	Klebsiella pneumoniae	ST405	OXA-1;TEM-1D.v1^	CTX-M-15	-	aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;strA.v1^;strB.v1	-	-	sul2	1	1
SRR29061880	Klebsiella pneumoniae	ST225	OXA-2	CTX-M-2	-	aac(3)-IIa.v1	-	-	sul1;sul1;sul2	0	1
SRR29061919	Klebsiella pneumoniae	ST716	OXA-1;TEM-1D.v1^	CTX-M-15	-	aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;strA.v1^;strB.v1*	qnrB1.v2^	tet(A).v1	sul2	1	1
SRR29067409	Klebsiella pneumoniae	ST147	OXA-9.v1;TEM-1D.v1^	CTX-M-15	NDM-1	aac(6')-Ib'.v1;aadA*;aph(3')-VI	qnrB1.v2^;qnrS1	-	sul1*	0	2
SRR29067414	Klebsiella pneumoniae	ST244	TEM-1D.v1^	-	KPC-2	aac(6')-IIc;aac(6')-Ib'.v1;aadA2;strA.v1;strB.v1	-	tet(D)	sul1;sul2	0	3
SRR29090418	Klebsiella variicola subsp. variicola	ST3531	OXA-10;TEM-1D.v1^	CTX-M-15	NDM-7	aac(3)-IIa.v1^;aadA*	qnrS1	-	sul1;sul2	0	2
SRR29149371	Klebsiella pneumoniae	ST54	TEM-1	CTX-M-15	NDM-5	aac(6')-Ib'.v1;aadA*;aph(3')-VI	qnrS1	-	sul2	3	2
SRR29152334	Klebsiella quasipneumoniae subsp. similipneumoniae	ST384-2LV	OXA-1;TEM-1D.v1^	CTX-M-15	NDM-7	aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;aadA2;strA.v1^;strB.v1	qnrB1.v2^	-	sul1;sul2	0	2
SRR29202154	Klebsiella pneumoniae	ST3157	DHA-1	CTX-M-15	-	strA.v1;strB.v1	qnrB4	-	sul1	0	1
SRR29202173	Klebsiella pneumoniae	ST40	OXA-1;TEM-1D.v1^	CTX-M-15	-	aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;strA.v1^;strB.v1	qnrB1.v2^	tet(A).v1	sul2	0	1
SRR29218855	Klebsiella pneumoniae	ST253	OXA-1;TEM-1D.v1^	-	KPC-4	aac(3)-Ib;aac(6')-Ib-cr.v2^;aph3-Ia.v1*?	-	-	sul1	0	2
SRR29245606	Klebsiella variicola subsp. variicola	ST3201-1LV	TEM-1D.v1^	-	KPC-3	-	qnrS1	-	-	0	2
SRR29248895	Klebsiella pneumoniae	ST383	TEM-1	CTX-M-14^;CTX-M-15	NDM-5;OXA-48	aac(6')-Ib'.v1;aadA*;aph(3')-VI;aph3-Ia.v1^;armA;strA.v1;strB.v1	qnrB19^;qnrS1	tet(A).v1	sul1;sul2	3	2
SRR29263582	Klebsiella variicola subsp. variicola	ST926	-	-	VIM-1	aac(6')-Il;aadA1.v1^;ant(2'')-Ia	qnrA1	-	sul1;sul1	0	2
SRR29284755	Klebsiella pneumoniae	ST1015-1LV	OXA-1	CTX-M-15	KPC-2	aac(6')-Ib-cr.v2;strA.v1^;strB.v1	qnrB1.v2^	tet(A).v1	sul2	0	2
SRR29313537	Klebsiella pneumoniae	ST35	-	-	-	aadA*;strB.v1	-	tet(D)*	sul1;sul2	4	0
SRR29313552	Klebsiella pneumoniae	ST76	TEM-1D.v1^	-	-	aac(3)-IV;aph3-Ia.v1^	-	tet(A).v1	-	4	0
SRR29327171	Klebsiella pneumoniae	ST348	OXA-1	SHV-12	NDM-5	aac(3)-IIa.v1^;aac(6')-IIc;aac(6')-Ib-cr.v2;aph(3')-Ia*?	qnrB1.v2^	tet(A).v1	sul1;sul2	1	3
