sample_id	biosample	blaCTX-M	blaTEM	blaSHV	blaKPC	blaNDM	blaOXA-48-like	qnrB	aac6-Ib-cr	sul1	sul2	dfrA12	dfrA14	mcr-1
ERR4035818	SAMEA5622235	0	0	1	0	0	0	0	0	1	0	0	0	0
ERR4035820	SAMEA5622430	0	1	0	0	0	0	0	0	0	1	0	0	0
ERR4035826	SAMEA5622237	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4035829	SAMEA5622133	0	1	0	0	0	0	0	0	1	1	0	0	0
ERR4035843	SAMEA5623899	1	1	0	0	0	0	0	1	1	1	0	0	0
ERR4035859	SAMEA5623998	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4035898	SAMEA5623720	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4035912	SAMEA5623916	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4035916	SAMEA5623917	0	1	0	0	0	0	0	0	0	0	0	0	0
ERR4035923	SAMEA5624016	0	1	0	0	0	0	0	0	1	1	0	0	0
ERR4035924	SAMEA5623920	0	1	0	0	0	0	0	0	0	1	0	0	0
ERR4035929	SAMEA5623631	0	1	0	0	0	0	0	0	1	0	0	0	0
ERR4035932	SAMEA5623922	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4035937	SAMEA5623633	1	0	0	0	0	0	0	1	1	1	0	0	0
ERR4035941	SAMEA5623924	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4035942	SAMEA5623635	0	1	0	0	0	0	0	0	0	0	0	0	0
ERR4035944	SAMEA5624021	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4035957	SAMEA5623928	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4035963	SAMEA5623736	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4035969	SAMEA5623931	0	1	0	0	0	0	0	0	1	0	1	0	0
ERR4035975	SAMEA5623739	0	0	0	0	0	0	0	0	0	1	0	1	0
ERR4035987	SAMEA5623742	0	1	0	0	0	0	0	0	0	1	0	1	0
ERR4035989	SAMEA5623936	0	1	0	0	0	0	0	0	1	1	0	0	0
ERR4035990	SAMEA5623647	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4036001	SAMEA5623939	0	1	0	0	0	0	0	1	1	1	0	0	0
ERR4036002	SAMEA5623650	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4036009	SAMEA5623941	0	0	1	0	0	0	0	0	1	0	0	0	0
ERR4036014	SAMEA5623653	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4036037	SAMEA5624044	0	1	0	0	0	0	0	0	1	1	0	0	0
ERR4036043	SAMEA5623660	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4036049	SAMEA5624047	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4036054	SAMEA5623964	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4036058	SAMEA5624050	0	1	0	0	0	0	0	0	0	1	0	0	0
ERR4036069	SAMEA5623762	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4036073	SAMEA5623763	0	0	0	0	0	0	0	0	1	0	0	0	0
ERR4036093	SAMEA5623768	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4036098	SAMEA5624060	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4036102	SAMEA5624061	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4036116	SAMEA5623678	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4036121	SAMEA5623775	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4036127	SAMEA5623971	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4036134	SAMEA5624069	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4036142	SAMEA5624071	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4036158	SAMEA5623785	0	1	0	0	0	0	0	0	0	1	0	0	0
ERR4036159	SAMEA5624075	0	1	0	0	0	0	0	0	0	0	0	0	0
ERR4036165	SAMEA5623690	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4036169	SAMEA5623691	0	1	0	0	0	0	0	0	0	0	0	0	0
ERR4036181	SAMEA5623694	0	1	0	0	0	0	0	0	0	1	0	0	0
ERR4036185	SAMEA5623695	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4036199	SAMEA5624085	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4036202	SAMEA5623796	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4036208	SAMEA5623991	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4036222	SAMEA5624380	0	1	0	0	0	0	0	0	0	1	0	0	0
ERR4036235	SAMEA5624383	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4036239	SAMEA5624384	0	1	0	0	0	0	0	0	0	1	0	0	0
ERR4036252	SAMEA5624098	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4036284	SAMEA5624106	0	1	0	0	0	0	0	0	0	0	0	0	0
ERR4036290	SAMEA5624301	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4036299	SAMEA5624399	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4036303	SAMEA5624400	0	0	0	0	0	0	0	0	0	1	0	0	0
ERR4036304	SAMEA5624111	0	1	0	0	0	0	0	0	1	1	0	0	0
ERR4036324	SAMEA5624405	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4036344	SAMEA5624410	1	0	0	0	0	0	0	1	0	0	0	0	0
ERR4036349	SAMEA5624122	0	1	0	0	0	0	0	0	1	0	0	0	0
ERR4036385	SAMEA5624131	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4036389	SAMEA5624132	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4036394	SAMEA5624337	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4036399	SAMEA5624328	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4036400	SAMEA5624424	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4036403	SAMEA5624329	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4036408	SAMEA5624426	0	1	0	0	0	0	0	0	0	1	0	0	0
ERR4036411	SAMEA5624331	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4036417	SAMEA5624428	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4036445	SAMEA5624339	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4036452	SAMEA5624263	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4036456	SAMEA5624264	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4036458	SAMEA5624439	0	1	0	0	0	0	0	0	0	1	0	0	0
ERR4036460	SAMEA5624265	0	0	0	0	0	0	0	0	1	0	0	0	0
ERR4036464	SAMEA5624266	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4036482	SAMEA5624445	0	0	0	0	0	0	0	0	1	1	0	0	0
ERR4036484	SAMEA5624246	0	1	0	0	0	0	0	0	0	1	0	1	0
ERR4036490	SAMEA5624447	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4036492	SAMEA5624248	0	1	0	0	0	0	0	0	0	1	0	0	0
ERR4036506	SAMEA5624451	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4036516	SAMEA5624254	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4036530	SAMEA5624361	0	1	0	0	0	0	0	0	1	1	0	0	0
ERR4036535	SAMEA5624458	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4036546	SAMEA5624365	0	1	0	0	0	0	0	0	0	0	0	0	0
ERR4036559	SAMEA5624464	0	1	0	0	0	0	0	0	0	1	0	0	0
ERR4036560	SAMEA5624282	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4036589	SAMEA5624279	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4036591	SAMEA5624472	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4036609	SAMEA5621728	0	1	0	0	0	0	0	0	0	1	0	0	0
ERR4036613	SAMEA5621732	0	0	0	0	0	0	0	0	1	0	0	0	0
ERR4036622	SAMEA5621742	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4036635	SAMEA5621755	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4036637	SAMEA5621757	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4036641	SAMEA5621761	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4036662	SAMEA5622833	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4036668	SAMEA5623129	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4036670	SAMEA5622739	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4036673	SAMEA5622740	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4036693	SAMEA5622841	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4036698	SAMEA5622747	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4036705	SAMEA5622749	0	1	0	0	0	0	0	0	0	0	0	0	0
ERR4036707	SAMEA5622845	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4036722	SAMEA5623045	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4036734	SAMEA5623048	0	1	0	0	0	0	0	0	1	1	0	0	0
ERR4036738	SAMEA5623049	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4036743	SAMEA5623051	0	1	0	0	0	0	0	0	0	0	0	0	0
ERR4036747	SAMEA5622760	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4036753	SAMEA5623151	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4036756	SAMEA5623152	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4036761	SAMEA5623153	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4036768	SAMEA5622765	0	1	0	0	0	0	0	0	1	1	1	0	0
ERR4036769	SAMEA5623155	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4036773	SAMEA5623156	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4036776	SAMEA5622767	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4036777	SAMEA5622863	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4036779	SAMEA5622768	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4036798	SAMEA5623064	0	1	0	0	0	0	0	0	0	1	0	0	0
ERR4036815	SAMEA5622777	0	1	0	0	0	0	0	0	0	0	0	0	0
ERR4036828	SAMEA5622780	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4036833	SAMEA5623172	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4036851	SAMEA5622786	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4036852	SAMEA5622882	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4036853	SAMEA5623177	0	1	0	0	0	0	0	0	1	1	0	0	0
ERR4036863	SAMEA5622885	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4036873	SAMEA5622887	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4036880	SAMEA5622793	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4036892	SAMEA5622892	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4036900	SAMEA5622894	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4036906	SAMEA5623190	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4036914	SAMEA5623192	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4036923	SAMEA5622804	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4036930	SAMEA5623097	0	1	0	0	0	0	0	0	0	1	0	0	0
ERR4036937	SAMEA5623198	0	1	0	0	0	0	0	0	0	0	0	0	0
ERR4036944	SAMEA5622905	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4036952	SAMEA5622907	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4036955	SAMEA5623104	0	1	0	0	0	0	0	0	1	1	1	0	0
ERR4036963	SAMEA5623107	0	0	0	0	0	0	0	0	0	1	0	0	0
ERR4036984	SAMEA5623210	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4036989	SAMEA5622916	0	1	0	0	0	0	0	0	1	1	1	0	0
ERR4036991	SAMEA5623212	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4036998	SAMEA5623115	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4037000	SAMEA5622823	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4037011	SAMEA5622826	0	1	0	0	0	0	0	0	1	0	0	0	0
ERR4037021	SAMEA5622924	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4037034	SAMEA5623241	0	1	0	0	0	0	0	0	0	1	0	0	0
ERR4037045	SAMEA5623417	0	1	0	0	0	0	0	0	1	1	0	0	0
ERR4037046	SAMEA5623321	0	1	0	0	0	0	0	0	0	1	0	0	0
ERR4037068	SAMEA5623808	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4037075	SAMEA5623329	0	1	0	0	0	0	0	0	0	0	0	0	0
ERR4037077	SAMEA5623810	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4037090	SAMEA5623428	0	1	0	0	0	0	0	0	1	1	0	0	0
ERR4037094	SAMEA5623429	1	0	0	0	0	0	0	0	0	1	0	0	0
ERR4037102	SAMEA5623234	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4037103	SAMEA5623817	0	1	0	0	0	0	0	0	0	1	0	0	0
ERR4037106	SAMEA5623235	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4037109	SAMEA5623337	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4037118	SAMEA5623238	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4037121	SAMEA5623340	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4037141	SAMEA5623441	0	1	0	0	0	0	0	0	1	0	0	0	0
ERR4037143	SAMEA5623250	0	1	0	0	0	0	0	0	0	0	0	0	0
ERR4037156	SAMEA5623253	0	1	0	0	0	0	0	0	0	1	0	0	0
ERR4037157	SAMEA5623830	0	1	0	0	0	0	0	0	0	1	0	1	0
ERR4037159	SAMEA5623350	0	1	0	0	0	0	0	0	1	1	0	0	0
ERR4037165	SAMEA5623832	0	0	1	0	0	0	0	0	1	0	0	0	0
ERR4037171	SAMEA5623353	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4037178	SAMEA5623450	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4037188	SAMEA5623453	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4037206	SAMEA5623265	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4037212	SAMEA5623459	0	1	0	0	0	0	0	0	0	1	0	0	0
ERR4037216	SAMEA5623460	0	0	0	0	0	0	0	0	1	0	0	0	0
ERR4037228	SAMEA5623463	0	1	0	0	0	0	0	0	0	1	0	0	0
ERR4037233	SAMEA5623464	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4037237	SAMEA5623465	0	1	0	0	0	0	0	0	0	0	0	0	0
ERR4037265	SAMEA5623280	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4037286	SAMEA5623862	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4037295	SAMEA5623865	0	1	0	0	0	0	0	0	0	1	0	0	0
ERR4037308	SAMEA5623480	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4037309	SAMEA5623387	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4037332	SAMEA5623393	0	1	0	0	0	0	0	0	1	0	0	0	0
ERR4037334	SAMEA5623486	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4037348	SAMEA5623397	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4037368	SAMEA5623402	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4037379	SAMEA5623309	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4037383	SAMEA5623310	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4037384	SAMEA5623499	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4037387	SAMEA5623889	0	1	0	0	0	0	0	0	1	1	0	0	0
ERR4037399	SAMEA5623410	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4037414	SAMEA5623895	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4037415	SAMEA5623514	0	0	0	0	0	0	0	0	0	1	0	0	0
ERR4037419	SAMEA5623525	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4037421	SAMEA5622750	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4037429	SAMEA5623950	0	1	0	0	0	0	0	0	0	1	0	0	0
ERR4037431	SAMEA5623952	0	0	1	0	0	0	0	0	1	0	0	0	0
ERR4037432	SAMEA5623953	0	1	0	0	0	0	0	0	0	0	0	0	0
ERR4037433	SAMEA5623954	1	0	0	0	0	0	0	1	1	1	0	0	0
ERR4037435	SAMEA5623956	0	1	0	0	0	0	0	0	1	0	0	0	0
ERR4037444	SAMEA5624157	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4037445	SAMEA5624158	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4037452	SAMEA5624165	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4037461	SAMEA5624174	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4037463	SAMEA5624176	0	1	0	0	0	0	0	0	1	1	0	0	0
ERR4037465	SAMEA5624178	0	0	1	0	0	0	0	0	1	0	0	0	0
ERR4037466	SAMEA5624179	0	0	0	0	0	0	0	0	1	0	0	0	0
ERR4037472	SAMEA5624185	1	1	0	0	0	0	0	0	0	0	0	0	0
ERR4037478	SAMEA5624191	0	0	0	0	0	0	0	0	1	0	0	0	0
ERR4037486	SAMEA5624199	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4037489	SAMEA5624203	0	1	0	0	0	0	0	0	1	1	0	0	1
ERR4037490	SAMEA5624204	0	1	0	0	0	0	0	0	0	1	0	0	0
ERR4037493	SAMEA5624207	0	1	0	0	0	0	0	0	0	0	0	0	0
ERR4037503	SAMEA5624217	0	1	0	0	0	0	0	0	0	1	0	0	0
ERR4037505	SAMEA5624219	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4037509	SAMEA5624223	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4037511	SAMEA5624225	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR434260	SAMEA2204238	0	1	0	0	0	0	0	0	0	0	1	0	0
ERR434262	SAMEA2204260	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR434263	SAMEA2204277	0	1	0	0	0	0	0	0	0	1	0	0	0
ERR434270	SAMEA2204427	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR434276	SAMEA2204506	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR434292	SAMEA2204745	0	1	0	0	0	0	0	0	0	0	0	0	0
ERR434294	SAMEA2204765	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR434311	SAMEA2205131	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR434317	SAMEA2205214	0	1	0	0	0	0	0	0	0	1	0	0	0
ERR434321	SAMEA2205257	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR434323	SAMEA2205267	0	1	0	0	0	0	0	0	1	1	0	0	0
ERR434327	SAMEA2205285	0	1	0	0	0	0	0	0	1	1	0	0	0
ERR434348	SAMEA2205563	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR434364	SAMEA2204431	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR434372	SAMEA2204488	0	1	0	0	0	0	0	0	0	0	0	0	0
ERR434396	SAMEA2204936	0	1	0	0	0	0	0	0	0	1	0	1	0
ERR434400	SAMEA2205095	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR434402	SAMEA2205142	0	0	0	0	0	0	0	0	1	0	0	0	0
ERR434406	SAMEA2205172	0	1	0	0	0	0	0	0	0	0	0	0	0
ERR434419	SAMEA2205311	0	1	0	0	0	0	0	0	1	0	0	0	0
ERR434429	SAMEA2205476	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR434449	SAMEA2205726	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR434467	SAMEA2204491	0	1	0	0	0	0	0	0	0	0	0	0	0
ERR434468	SAMEA2204504	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR434472	SAMEA2204618	1	0	0	0	0	0	0	0	1	1	0	0	0
ERR434480	SAMEA2204690	0	1	0	0	0	0	0	0	0	1	0	0	0
ERR434484	SAMEA2204768	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR434488	SAMEA2204878	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR434491	SAMEA2204967	0	1	0	0	0	0	0	0	1	1	0	0	0
ERR434500	SAMEA2205129	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR434501	SAMEA2205145	0	1	0	0	0	0	0	0	0	0	0	0	0
ERR434503	SAMEA2205191	0	1	0	0	0	0	0	1	0	0	0	0	0
ERR434507	SAMEA2205226	0	1	0	0	0	0	0	0	1	1	0	0	0
ERR434513	SAMEA2205298	0	1	0	0	0	0	0	0	0	1	0	0	0
ERR434536	SAMEA2205507	0	1	0	0	0	0	0	0	1	0	0	0	0
ERR434541	SAMEA2205713	0	1	0	0	0	0	0	0	0	0	0	0	0
ERR434542	SAMEA2205739	0	1	0	0	0	0	0	0	1	1	0	0	0
ERR434569	SAMEA2204681	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR434579	SAMEA2205011	0	1	0	0	0	0	0	0	1	1	0	0	0
ERR434586	SAMEA2205150	0	1	0	0	0	0	0	0	0	0	0	0	0
ERR434591	SAMEA2205233	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR434593	SAMEA2205259	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR434594	SAMEA2205272	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR434598	SAMEA2205282	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR434603	SAMEA2205330	0	1	0	0	0	0	0	0	0	1	0	1	0
ERR434607	SAMEA2205371	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR434611	SAMEA2205388	0	0	0	0	0	0	0	0	1	0	0	0	0
ERR434612	SAMEA2205434	0	1	0	0	0	0	0	0	1	1	0	0	0
ERR434613	SAMEA2205437	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR434619	SAMEA2205496	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR434626	SAMEA2205565	0	1	0	0	0	0	0	0	0	1	0	0	0
ERR434637	SAMEA2205702	0	1	0	0	0	0	0	0	0	1	0	0	0
ERR434646	SAMEA2204254	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR434650	SAMEA2204321	0	1	0	0	0	0	0	0	0	1	0	0	0
ERR434662	SAMEA2204516	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR434675	SAMEA2204726	0	1	0	0	0	0	0	0	0	0	0	0	0
ERR434685	SAMEA2204896	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR434702	SAMEA2205127	0	1	0	0	0	0	0	0	0	0	0	0	0
ERR434703	SAMEA2205136	1	1	0	0	0	0	0	1	1	0	0	0	0
ERR434704	SAMEA2205167	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR434709	SAMEA2205303	1	0	0	0	0	0	0	0	1	1	0	0	0
ERR434713	SAMEA2205363	0	1	0	0	0	0	0	0	0	1	0	0	0
ERR434715	SAMEA2205375	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR434735	SAMEA2205616	0	1	0	0	0	0	0	0	1	1	0	0	0
ERR434741	SAMEA2204235	0	1	0	0	0	0	0	0	1	1	0	0	0
ERR434754	SAMEA2204301	0	0	1	0	0	0	0	0	1	0	0	0	0
ERR434765	SAMEA2204340	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR434766	SAMEA2204344	1	0	0	0	0	0	0	1	1	0	0	0	0
ERR434771	SAMEA2204367	0	1	0	0	0	0	0	0	0	0	0	0	0
ERR434773	SAMEA2204374	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR434791	SAMEA2204582	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR434792	SAMEA2204585	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR434799	SAMEA2204714	0	1	0	0	0	0	0	0	1	1	0	0	0
ERR434807	SAMEA2204917	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR434820	SAMEA2204983	0	1	0	0	0	0	0	0	0	0	0	0	0
ERR434822	SAMEA2205028	0	1	0	0	0	0	0	0	0	1	0	0	0
ERR434825	SAMEA2205055	1	1	0	0	0	0	0	1	1	0	1	0	0
ERR434832	SAMEA2205461	0	1	0	0	0	0	0	0	0	1	0	0	0
ERR434833	SAMEA2205485	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR434836	SAMEA2204239	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR434838	SAMEA2204245	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR434848	SAMEA2204296	0	0	0	0	0	0	0	0	1	0	1	0	0
ERR434851	SAMEA2204309	0	1	0	0	0	0	0	0	1	1	0	0	0
ERR434852	SAMEA2204314	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR434856	SAMEA2204346	0	1	0	0	0	0	0	0	0	0	0	0	0
ERR434859	SAMEA2204375	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR434865	SAMEA2204403	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR434867	SAMEA2204410	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR434869	SAMEA2204513	0	0	0	0	0	0	0	0	1	0	0	0	0
ERR434885	SAMEA2204583	0	1	0	0	0	0	0	0	0	0	0	0	0
ERR434897	SAMEA2204779	0	1	0	0	0	0	0	0	0	0	0	0	0
ERR434901	SAMEA2204940	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR434906	SAMEA2204968	0	1	0	0	0	0	0	0	0	0	0	0	0
ERR434909	SAMEA2204991	0	1	0	0	0	0	0	0	0	0	0	0	0
ERR434936	SAMEA2204286	0	1	0	0	0	0	0	0	1	1	0	0	0
ERR434946	SAMEA2204354	0	1	1	0	0	0	0	0	1	0	0	0	0
ERR434952	SAMEA2204398	0	0	0	0	0	0	0	0	1	0	0	0	0
ERR434972	SAMEA2204700	0	1	0	0	0	0	0	0	0	0	0	0	0
ERR434981	SAMEA2204780	0	1	0	0	0	0	0	0	0	0	0	0	0
ERR434985	SAMEA2204912	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR434990	SAMEA2204958	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR434992	SAMEA2204974	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR434997	SAMEA2205151	0	1	0	0	0	0	0	0	1	1	0	0	0
ERR435008	SAMEA2205481	1	0	0	0	0	0	0	1	1	0	0	0	0
ERR435012	SAMEA2205513	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR435041	SAMEA2204384	0	1	0	0	0	0	0	0	1	1	0	0	0
ERR435042	SAMEA2204386	0	1	0	0	0	0	0	0	1	1	0	0	0
ERR435053	SAMEA2204541	0	1	0	0	0	0	0	0	1	0	0	0	0
ERR435060	SAMEA2204698	0	1	0	0	0	0	0	0	1	1	0	0	0
ERR435064	SAMEA2204894	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR435067	SAMEA2204930	0	1	0	0	0	0	0	0	1	0	0	0	0
ERR435079	SAMEA2204987	0	0	1	0	0	0	0	0	1	0	0	0	0
ERR435084	SAMEA2205004	0	1	0	0	0	0	0	0	1	1	0	0	0
ERR435089	SAMEA2205021	0	0	0	0	0	0	0	0	1	0	0	0	0
ERR435097	SAMEA2205415	0	1	0	0	0	0	0	0	0	1	0	0	0
ERR435102	SAMEA2204428	0	0	0	0	0	0	0	0	1	0	0	0	0
