sample_id	biosample	mecA	blaZ	ermC	ermB	tetK	mupA
ERR4662240	SAMEA7294242	0	0	0	0	0	0
ERR4662243	SAMEA7294245	0	0	0	0	0	0
ERR4662244	SAMEA7294246	0	0	0	0	0	0
ERR4662245	SAMEA7294247	0	0	0	0	0	0
ERR4662247	SAMEA7294249	0	0	0	0	0	0
ERR4662250	SAMEA7294252	0	0	0	0	0	0
ERR4662251	SAMEA7294253	0	0	0	0	0	0
ERR4662255	SAMEA7294257	0	0	0	0	0	0
ERR4662258	SAMEA7294260	0	0	0	0	0	0
ERR4662259	SAMEA7294261	0	0	0	0	0	0
ERR4662261	SAMEA7294263	0	0	0	0	0	0
ERR4662264	SAMEA7294266	0	0	0	0	0	0
ERR4662265	SAMEA7294267	0	0	0	0	0	0
ERR4662266	SAMEA7294268	0	0	0	0	0	0
ERR4662273	SAMEA7294275	0	0	0	0	0	0
ERR4662278	SAMEA7294280	0	0	0	0	0	0
ERR4662279	SAMEA7294281	0	0	0	0	0	0
ERR4662280	SAMEA7294282	0	0	0	0	0	0
ERR4662281	SAMEA7294283	0	0	0	0	0	0
ERR4783596	SAMEA6422277	1	0	1	0	0	0
ERR4784495	SAMEA6507650	1	1	0	0	0	0
ERR4784520	SAMEA6507168	0	1	0	0	0	0
ERR4784550	SAMEA6507717	1	1	1	0	0	0
ERR4784695	SAMEA6507229	1	1	1	0	0	1
ERR4785138	SAMEA6507647	1	1	1	0	0	0
ERR4785734	SAMEA6627045	0	1	0	0	0	0
ERR4899863	SAMEA7667455	1	1	1	0	0	0
ERR4899867	SAMEA7667459	1	1	0	0	0	0
ERR4899872	SAMEA7667464	1	1	1	0	0	0
ERR4899875	SAMEA7667467	1	1	0	0	0	0
ERR4899876	SAMEA7667468	1	1	0	0	0	0
ERR4899878	SAMEA7667470	1	1	1	0	0	0
ERR4899881	SAMEA7667473	0	0	0	0	0	0
ERR4899883	SAMEA7667475	1	1	0	0	0	0
ERR4899885	SAMEA7667477	0	0	0	0	0	0
ERR4899886	SAMEA7667478	1	1	1	0	0	0
ERR4899888	SAMEA7667480	0	1	0	0	0	0
ERR4899889	SAMEA7667481	0	1	0	0	0	0
ERR4899891	SAMEA7667483	1	1	0	0	0	0
ERR4899892	SAMEA7667484	1	1	0	0	0	0
ERR4899895	SAMEA7667487	0	1	0	0	0	0
ERR4899896	SAMEA7667488	0	1	1	0	0	0
ERR4899898	SAMEA7667490	1	1	0	0	0	0
ERR4899899	SAMEA7667491	1	0	0	0	0	0
ERR4899901	SAMEA7667493	0	1	0	0	1	0
ERR4899902	SAMEA7667494	0	0	1	0	0	0
ERR4899904	SAMEA7667496	0	1	0	0	0	0
ERR4899905	SAMEA7667497	1	1	1	0	0	0
ERR4899906	SAMEA7667498	0	0	0	0	0	0
ERR4899909	SAMEA7667501	1	1	0	0	0	0
ERR4899914	SAMEA7667506	0	0	0	0	0	0
ERR4899915	SAMEA7667507	0	1	1	0	0	0
ERR4899918	SAMEA7667510	1	1	0	0	0	0
ERR4899919	SAMEA7667511	0	0	0	0	0	0
ERR4899922	SAMEA7667514	1	0	0	0	1	0
ERR4899927	SAMEA7667519	0	0	0	0	0	0
ERR4899933	SAMEA7667525	1	1	1	0	0	0
ERR4899935	SAMEA7667527	0	0	0	0	0	0
ERR4899937	SAMEA7667529	1	1	1	0	0	0
ERR4899938	SAMEA7667530	1	1	1	0	0	0
ERR4899940	SAMEA7667532	1	1	0	0	0	0
ERR4899942	SAMEA7667534	1	1	1	0	0	0
ERR4899952	SAMEA7667544	1	1	0	0	0	0
ERR4899954	SAMEA7667546	1	1	0	0	0	0
ERR4899956	SAMEA7667548	1	0	1	0	0	0
ERR4899957	SAMEA7667549	1	1	0	0	0	0
ERR4899958	SAMEA7667550	1	1	0	0	0	0
ERR4899959	SAMEA7667551	1	1	0	0	0	0
ERR4899960	SAMEA7667552	1	1	0	0	0	0
ERR4899961	SAMEA7667553	1	1	0	0	0	0
ERR4899962	SAMEA7667554	1	1	0	0	0	0
ERR4899965	SAMEA7667557	1	1	0	0	0	0
ERR4899966	SAMEA7667558	1	0	0	0	0	0
ERR4899967	SAMEA7667559	1	0	0	0	0	0
ERR4899969	SAMEA7667561	1	0	1	0	1	0
ERR4899970	SAMEA7667562	1	0	0	0	0	0
ERR4899973	SAMEA7667565	1	1	0	0	0	0
ERR4899974	SAMEA7667566	1	1	0	0	0	0
ERR4899975	SAMEA7667567	1	1	0	0	0	0
ERR4899976	SAMEA7667568	1	1	0	0	0	0
ERR4899980	SAMEA7667572	1	1	1	0	0	0
ERR4899981	SAMEA7667573	1	1	0	0	0	0
ERR4899982	SAMEA7667574	1	1	1	0	0	0
ERR4899984	SAMEA7667576	1	1	1	0	0	0
ERR4899985	SAMEA7667577	1	1	1	0	0	0
ERR4899987	SAMEA7667579	1	1	1	0	0	0
ERR4899988	SAMEA7667580	1	0	0	0	0	0
ERR4899989	SAMEA7667581	1	1	0	0	0	0
ERR4899992	SAMEA7667584	1	0	0	0	0	0
ERR4899994	SAMEA7667586	1	1	0	0	0	0
ERR4899995	SAMEA7667587	1	1	0	0	0	0
ERR4899997	SAMEA7667589	1	0	1	0	1	0
ERR4899999	SAMEA7667591	1	1	1	0	0	0
ERR4900000	SAMEA7667592	1	1	0	0	0	0
ERR4900001	SAMEA7667593	0	0	0	0	0	0
ERR4900002	SAMEA7667594	0	0	0	0	0	0
ERR4900005	SAMEA7667597	1	0	0	0	0	0
ERR4900006	SAMEA7667598	1	1	0	0	0	0
ERR4900009	SAMEA7667601	1	1	0	0	0	0
ERR4900010	SAMEA7667602	1	1	1	0	0	0
ERR4900012	SAMEA7667604	0	0	1	0	0	0
ERR4900013	SAMEA7667605	1	1	0	0	0	0
ERR4900017	SAMEA7667609	1	0	0	0	1	0
ERR4900019	SAMEA7667611	1	0	0	0	0	1
ERR4900023	SAMEA7667615	0	0	0	0	0	0
ERR4900024	SAMEA7667616	0	0	0	0	0	0
ERR4900027	SAMEA7667619	0	0	0	0	0	0
ERR4900030	SAMEA7667622	0	0	0	0	0	0
ERR4900033	SAMEA7667625	0	0	0	0	0	0
ERR4900036	SAMEA7667628	0	1	0	0	0	0
ERR4900038	SAMEA7667630	0	0	0	0	0	0
ERR4900039	SAMEA7667631	0	0	0	0	0	0
ERR527219	SAMEA2385116	1	1	1	0	0	0
ERR527220	SAMEA2385117	1	1	0	0	0	0
ERR527221	SAMEA2385118	1	0	0	0	0	0
ERR527225	SAMEA2385122	1	1	1	0	0	0
ERR527227	SAMEA2385124	1	1	1	0	0	0
ERR527233	SAMEA2385130	1	1	0	0	0	0
ERR527234	SAMEA2385131	1	1	0	0	0	0
ERR527237	SAMEA2385134	1	1	0	0	0	0
ERR527243	SAMEA2385140	1	1	1	0	0	0
ERR527244	SAMEA2385141	1	1	0	0	0	0
ERR527246	SAMEA2385143	1	1	0	0	0	0
ERR527249	SAMEA2385146	1	1	1	0	0	0
ERR527252	SAMEA2385149	1	0	0	0	0	0
ERR527258	SAMEA2385156	1	1	1	0	0	0
ERR527264	SAMEA2385162	1	0	0	0	0	1
ERR527267	SAMEA2385165	1	1	1	0	0	0
ERR527272	SAMEA2385170	1	1	1	0	0	0
ERR527273	SAMEA2385171	1	1	1	0	1	0
ERR527275	SAMEA2385173	1	1	1	0	0	0
ERR527280	SAMEA2385178	1	1	1	0	0	0
ERR527283	SAMEA2385181	1	0	1	0	0	0
ERR527284	SAMEA2385182	1	1	0	0	0	0
ERR527285	SAMEA2385183	1	1	1	0	0	0
ERR527286	SAMEA2385184	1	1	0	0	0	0
ERR527288	SAMEA2385186	1	1	1	0	0	0
ERR527290	SAMEA2385188	1	0	1	0	0	0
ERR527292	SAMEA2385190	1	1	1	0	0	0
ERR527294	SAMEA2385192	1	1	0	0	0	0
ERR527295	SAMEA2385193	1	1	0	0	0	0
ERR527297	SAMEA2385195	1	1	0	0	0	0
ERR527299	SAMEA2385197	1	1	1	0	0	0
ERR527300	SAMEA2385198	1	1	0	0	1	0
ERR527307	SAMEA2385205	1	1	0	0	0	0
ERR527309	SAMEA2385207	1	1	1	0	0	0
ERR527310	SAMEA2385208	1	0	1	0	0	1
ERR527312	SAMEA2385210	1	1	1	0	1	0
ERR540703	SAMEA2385402	1	0	1	0	1	0
ERR540704	SAMEA2385403	1	1	0	0	0	0
ERR540705	SAMEA2385404	1	1	0	0	0	0
ERR540706	SAMEA2385405	1	1	1	0	0	0
ERR540709	SAMEA2385408	1	1	0	0	0	0
ERR540710	SAMEA2385409	1	1	0	0	0	0
ERR540712	SAMEA2385411	1	1	1	0	1	0
ERR540713	SAMEA2385412	1	1	1	0	0	0
ERR540714	SAMEA2385413	1	1	1	0	0	1
ERR540720	SAMEA2385419	1	1	1	0	0	0
ERR540722	SAMEA2385421	1	1	1	0	0	0
ERR540723	SAMEA2385422	1	1	1	0	0	0
ERR540724	SAMEA2385423	1	1	0	0	0	0
ERR540725	SAMEA2385424	1	1	0	0	1	0
ERR540729	SAMEA2385428	1	1	0	0	0	0
ERR540730	SAMEA2385429	1	1	1	0	0	0
ERR540732	SAMEA2385431	1	1	1	0	0	0
ERR540737	SAMEA2385436	1	1	1	0	0	0
ERR540739	SAMEA2385438	1	1	1	0	0	0
ERR540740	SAMEA2385439	1	1	0	0	0	0
ERR540743	SAMEA2385442	1	1	0	0	0	0
ERR540744	SAMEA2385443	1	1	1	0	0	0
ERR540745	SAMEA2385444	1	1	0	0	0	0
ERR540746	SAMEA2385445	1	1	0	0	0	0
ERR540749	SAMEA2385448	1	0	0	0	0	0
ERR540752	SAMEA2385451	1	1	1	0	0	0
ERR540754	SAMEA2385453	1	1	0	0	0	0
ERR540755	SAMEA2385454	1	0	0	0	0	0
ERR540756	SAMEA2385455	1	1	1	0	0	0
ERR540759	SAMEA2385458	1	0	0	0	0	0
ERR540761	SAMEA2385460	1	1	1	0	0	0
ERR540762	SAMEA2385461	1	1	0	0	0	1
ERR540763	SAMEA2385462	1	0	0	0	0	0
ERR540764	SAMEA2385463	1	1	0	0	0	0
ERR540766	SAMEA2385465	1	1	1	0	1	0
ERR540771	SAMEA2385470	1	1	0	0	0	0
ERR540772	SAMEA2385471	1	1	1	0	0	0
ERR540774	SAMEA2385473	1	1	0	0	0	0
ERR540776	SAMEA2385477	1	1	1	0	0	0
ERR540777	SAMEA2385478	1	1	0	0	1	0
ERR540779	SAMEA2385480	1	1	1	0	1	0
ERR540781	SAMEA2385482	1	1	1	0	0	0
ERR540782	SAMEA2385483	1	1	1	0	0	0
ERR540783	SAMEA2385484	1	1	0	0	0	0
ERR540784	SAMEA2385485	1	1	1	0	0	0
ERR540785	SAMEA2385486	1	1	1	0	0	0
ERR540787	SAMEA2385488	1	1	0	0	0	0
ERR540788	SAMEA2385489	1	1	0	0	0	0
ERR540791	SAMEA2385492	1	1	1	0	0	0
ERR540793	SAMEA2385494	1	1	1	0	0	0
ERR540795	SAMEA2385306	1	0	0	0	0	0
ERR540800	SAMEA2385311	1	0	1	0	0	1
ERR540801	SAMEA2385312	1	1	0	0	0	0
ERR540803	SAMEA2385314	1	1	1	0	0	0
ERR540804	SAMEA2385315	1	1	1	0	1	0
ERR540812	SAMEA2385323	1	1	1	0	0	0
ERR540816	SAMEA2385327	1	1	1	0	0	0
ERR540820	SAMEA2385331	1	1	1	0	0	0
ERR540821	SAMEA2385332	1	1	0	0	0	0
ERR540822	SAMEA2385333	1	1	1	0	1	0
ERR540823	SAMEA2385334	1	1	0	0	0	0
ERR540824	SAMEA2385335	1	1	0	0	0	0
ERR540827	SAMEA2385338	1	0	0	0	0	0
ERR540833	SAMEA2385345	1	0	0	0	1	0
ERR540839	SAMEA2385351	1	0	0	0	0	0
ERR540841	SAMEA2385353	1	1	0	0	0	0
ERR540842	SAMEA2385354	1	1	0	0	0	0
ERR540844	SAMEA2385356	1	0	0	0	0	0
ERR540851	SAMEA2385363	1	1	0	0	0	0
ERR540854	SAMEA2385366	1	1	1	0	0	0
ERR540856	SAMEA2385368	1	0	0	0	0	0
ERR540857	SAMEA2385369	1	1	0	0	0	0
ERR540859	SAMEA2385371	1	1	0	0	0	0
ERR540861	SAMEA2385373	1	1	0	0	0	0
ERR540862	SAMEA2385374	1	1	1	0	0	0
ERR540865	SAMEA2385377	1	1	1	0	0	0
ERR540869	SAMEA2385381	1	1	1	0	0	0
ERR540872	SAMEA2385384	1	0	0	0	0	0
ERR540873	SAMEA2385385	1	1	0	0	0	0
ERR540876	SAMEA2385388	1	1	0	0	0	0
ERR540879	SAMEA2385391	1	1	0	0	0	0
ERR540880	SAMEA2385392	1	1	1	0	1	0
ERR540883	SAMEA2385395	1	1	1	0	0	0
ERR540884	SAMEA2385396	1	1	0	0	0	0
ERR540886	SAMEA2385398	1	1	1	0	0	0
ERR540888	SAMEA2385400	1	1	1	0	0	0
ERR540896	SAMEA2385503	1	1	0	0	0	0
ERR540897	SAMEA2385504	1	1	0	0	0	0
ERR540898	SAMEA2385505	1	1	0	0	0	0
ERR540900	SAMEA2385507	1	1	1	0	1	0
ERR540903	SAMEA2385510	1	1	0	0	0	0
ERR540906	SAMEA2385513	1	1	0	0	0	0
ERR540908	SAMEA2385515	1	0	0	0	0	0
ERR540909	SAMEA2385516	1	1	1	0	0	0
ERR540910	SAMEA2385517	1	1	0	0	0	0
ERR540913	SAMEA2385520	1	1	1	0	0	0
ERR540915	SAMEA2385522	1	1	0	0	0	0
ERR540917	SAMEA2385524	1	1	0	0	0	0
ERR540918	SAMEA2385525	1	1	0	0	0	0
ERR540919	SAMEA2385526	1	1	0	0	0	0
ERR540922	SAMEA2385529	1	1	1	0	0	0
ERR540926	SAMEA2385533	1	1	0	0	0	0
ERR540927	SAMEA2385535	1	1	0	0	0	0
ERR540930	SAMEA2385538	1	1	1	0	0	0
ERR540932	SAMEA2385540	1	0	1	0	1	0
ERR540934	SAMEA2385542	1	1	1	0	0	0
ERR540935	SAMEA2385543	1	1	1	0	0	0
ERR540939	SAMEA2385547	1	1	1	0	0	0
ERR540940	SAMEA2385548	1	1	1	0	0	0
ERR540941	SAMEA2385549	1	1	1	0	0	0
ERR540943	SAMEA2385551	1	0	0	0	0	0
ERR540944	SAMEA2385552	1	1	0	0	0	0
ERR540946	SAMEA2385554	1	1	0	0	0	0
ERR540947	SAMEA2385555	1	1	1	0	0	0
ERR540951	SAMEA2385559	1	1	0	0	1	0
ERR540954	SAMEA2385562	1	1	0	0	0	0
ERR540956	SAMEA2385564	1	1	0	0	0	0
ERR540959	SAMEA2385567	1	1	0	0	0	0
ERR540964	SAMEA2385572	1	1	1	0	0	0
ERR540966	SAMEA2385574	1	1	0	0	0	0
ERR540967	SAMEA2385575	1	1	0	0	0	0
ERR540970	SAMEA2385578	1	0	0	0	0	0
ERR540972	SAMEA2385580	1	1	1	0	0	0
ERR540973	SAMEA2385581	1	1	0	0	0	0
ERR540974	SAMEA2385582	1	1	0	0	0	0
ERR540975	SAMEA2385583	1	1	1	0	0	0
ERR540976	SAMEA2385584	1	1	1	0	0	0
ERR540977	SAMEA2385585	1	0	0	0	0	0
ERR540978	SAMEA2385586	1	0	0	0	0	0
ERR540979	SAMEA2385587	1	1	1	0	0	0
ERR540982	SAMEA2385590	1	1	1	0	1	0
ERR540983	SAMEA2385211	1	1	1	0	0	0
ERR540985	SAMEA2385213	1	1	0	0	0	0
ERR540988	SAMEA2385216	1	0	0	0	0	0
ERR540989	SAMEA2385217	1	1	0	0	0	0
ERR540990	SAMEA2385218	1	1	1	0	0	0
ERR540991	SAMEA2385219	1	1	1	0	1	0
ERR540995	SAMEA2385223	1	1	1	0	0	0
ERR540996	SAMEA2385224	1	1	1	0	0	0
ERR540999	SAMEA2385227	1	1	1	0	0	1
ERR541001	SAMEA2385229	1	1	1	0	1	0
ERR541005	SAMEA2385233	1	1	1	0	0	0
ERR541006	SAMEA2385234	1	1	0	0	0	0
ERR541007	SAMEA2385235	1	0	0	0	0	1
ERR541008	SAMEA2385236	1	0	1	0	0	1
ERR541009	SAMEA2385237	1	1	1	0	0	0
ERR541011	SAMEA2385239	1	1	1	0	0	0
ERR541012	SAMEA2385240	1	0	1	0	0	0
ERR541015	SAMEA2385243	1	1	1	0	0	0
ERR541017	SAMEA2385245	1	1	0	0	0	0
ERR541018	SAMEA2385246	1	1	1	0	0	0
ERR541019	SAMEA2385247	1	1	0	0	0	0
ERR541020	SAMEA2385248	1	1	0	0	1	0
ERR541023	SAMEA2385252	1	1	0	0	0	0
ERR541024	SAMEA2385253	1	1	1	0	1	0
ERR541026	SAMEA2385255	1	1	0	0	0	0
ERR541027	SAMEA2385256	1	1	1	0	0	0
ERR541028	SAMEA2385257	1	1	1	0	0	0
ERR541029	SAMEA2385258	1	1	1	0	0	1
ERR541033	SAMEA2385262	1	1	1	0	0	0
ERR541036	SAMEA2385265	1	1	0	0	0	0
ERR541040	SAMEA2385269	1	1	1	0	0	0
ERR541043	SAMEA2385272	1	1	0	0	0	0
ERR541046	SAMEA2385275	1	0	0	0	0	0
ERR541048	SAMEA2385277	1	1	0	0	0	0
ERR541050	SAMEA2385279	1	1	1	0	0	0
ERR541055	SAMEA2385284	1	1	0	0	0	0
ERR541056	SAMEA2385285	1	1	0	0	0	0
ERR541060	SAMEA2385289	1	0	0	0	0	0
ERR541066	SAMEA2385295	1	1	1	0	1	0
ERR541070	SAMEA2385299	1	1	1	0	0	0
ERR541072	SAMEA2385301	1	1	1	0	0	0
ERR541073	SAMEA2385302	1	1	0	0	0	0
ERR555045	SAMEA2385593	1	0	0	0	0	0
ERR555047	SAMEA2385595	1	1	1	0	0	0
ERR555049	SAMEA2385597	1	0	0	0	0	0
ERR555053	SAMEA2385601	1	1	0	0	0	0
ERR555054	SAMEA2385602	1	1	0	0	0	0
ERR555057	SAMEA2385605	1	1	0	0	0	0
ERR555058	SAMEA2385606	1	1	0	0	0	0
ERR555059	SAMEA2385607	1	1	0	0	0	0
ERR555060	SAMEA2385608	1	1	1	0	0	0
ERR555065	SAMEA2385613	1	1	0	0	0	0
ERR555067	SAMEA2385615	1	1	1	0	0	0
ERR555068	SAMEA2385616	1	1	0	0	0	0
ERR555070	SAMEA2385618	1	1	1	0	0	0
ERR555072	SAMEA2385620	1	1	1	0	0	0
ERR555077	SAMEA2385625	1	1	1	0	0	0
ERR555078	SAMEA2385626	1	1	0	0	0	0
ERR555080	SAMEA2385628	1	1	0	0	0	0
ERR555085	SAMEA2385633	1	0	0	0	0	0
ERR555086	SAMEA2385634	1	0	1	0	0	1
ERR555087	SAMEA2385635	1	1	0	0	0	0
ERR564224	SAMEA2385154	1	1	0	0	0	0
ERR564227	SAMEA2385475	1	1	1	0	1	0
ERR564228	SAMEA2385476	1	1	0	0	0	0
ERR6120251	SAMEA8943038	1	1	0	0	0	0
ERR701907	SAMEA1967788	1	1	0	0	0	0
ERR701939	SAMEA2042825	1	1	1	0	0	0
ERR701940	SAMEA2040965	1	1	0	0	0	0
ERR701943	SAMEA2040967	1	1	1	0	0	0
ERR701951	SAMEA2042885	1	1	1	0	0	0
ERR701963	SAMEA2041033	1	1	1	0	0	0
ERR702012	SAMEA2042064	1	1	1	0	0	0
ERR702017	SAMEA2041841	1	1	0	0	1	0
ERR702042	SAMEA2040640	1	1	1	0	0	0
ERR702050	SAMEA1973156	1	1	1	0	0	0
ERR702051	SAMEA2042707	1	1	1	0	0	0
ERR702054	SAMEA2042708	1	1	0	0	0	0
ERR702056	SAMEA2040718	1	1	0	0	0	0
ERR702057	SAMEA2042709	1	1	1	0	0	0
ERR702078	SAMEA2042717	1	1	0	0	0	0
ERR702088	SAMEA2040740	1	1	0	0	0	0
ERR702102	SAMEA2042726	1	1	1	0	0	0
ERR702164	SAMEA2664771	1	1	1	0	0	0
ERR702200	SAMEA2664839	1	1	0	0	0	0
ERR702202	SAMEA2664846	1	1	0	0	0	0
ERR702216	SAMEA2664817	1	0	0	0	0	0
ERR714005	SAMEA2675660	1	1	0	1	1	0
ERR714006	SAMEA2675661	1	0	0	0	0	0
ERR714030	SAMEA2675685	1	1	1	0	0	0
ERR714046	SAMEA2675701	1	1	0	0	0	0
ERR714051	SAMEA2675706	1	1	0	0	0	0
ERR714053	SAMEA2675708	1	1	0	0	0	0
ERR714060	SAMEA2675715	1	1	1	0	0	0
ERR714061	SAMEA2675716	1	0	0	0	0	0
ERR714729	SAMEA2043019	1	1	0	0	0	0
ERR714741	SAMEA2041416	1	1	0	0	0	0
ERR714745	SAMEA2043025	1	1	0	0	1	0
ERR714747	SAMEA2041421	1	1	1	0	0	0
ERR714795	SAMEA2041872	1	0	0	0	0	0
ERR714843	SAMEA2663826	1	1	0	0	0	0
ERR714847	SAMEA2663839	1	1	1	0	1	0
ERR714853	SAMEA2663858	1	0	0	0	0	0
ERR714895	SAMEA2663983	1	1	0	0	0	0
ERR714903	SAMEA2663766	1	1	1	0	0	0
ERR714916	SAMEA2041118	1	1	0	0	0	0
ERR714930	SAMEA2042959	1	1	0	1	0	0
ERR714956	SAMEA2041220	1	1	1	0	0	0
ERR715003	SAMEA2041629	1	1	0	0	0	0
ERR715053	SAMEA2041955	1	1	0	0	0	0
ERR715072	SAMEA2041963	1	1	0	0	0	0
ERR715128	SAMEA2664424	1	1	0	0	1	0
ERR715133	SAMEA2664429	1	0	0	0	0	1
ERR715137	SAMEA2664433	1	1	0	0	0	0
ERR715146	SAMEA2664347	1	1	0	0	0	0
ERR715163	SAMEA2664448	1	1	0	0	0	0
ERR715171	SAMEA2664456	1	1	0	0	0	0
ERR715212	SAMEA2664648	1	1	1	0	0	0
ERR715239	SAMEA2664700	1	1	0	0	0	0
ERR715255	SAMEA2664529	1	1	1	0	0	0
ERR715264	SAMEA2664555	1	1	0	0	0	0
ERR715292	SAMEA2664878	1	1	1	0	0	0
ERR715294	SAMEA2664882	1	1	0	0	0	0
ERR715295	SAMEA2664884	1	0	0	0	0	0
ERR715341	SAMEA2664875	1	1	0	0	0	0
ERR715345	SAMEA2664883	1	0	0	0	0	0
ERR715353	SAMEA2664899	1	1	0	0	0	0
ERR715361	SAMEA2664915	1	1	1	0	1	0
ERR715387	SAMEA2664946	1	1	0	0	0	0
ERR715395	SAMEA2664954	1	1	0	0	0	0
ERR715403	SAMEA2664963	1	1	0	0	0	0
ERR730959	SAMEA2665027	1	1	0	0	0	0
ERR736944	SAMEA2665014	1	1	0	0	0	0
ERR736945	SAMEA2665015	1	1	0	0	0	0
ERR736955	SAMEA2665033	1	1	1	0	0	0
ERR736964	SAMEA2665048	1	1	0	0	0	0
ERR736978	SAMEA2665076	1	1	0	0	0	0
ERR736992	SAMEA2665062	1	1	0	0	0	0
ERR737010	SAMEA2665088	1	1	0	0	0	0
ERR737021	SAMEA2665099	1	1	0	0	0	0
ERR737066	SAMEA2663913	1	1	1	0	1	0
ERR737075	SAMEA2663939	1	1	0	0	0	0
ERR737079	SAMEA2663957	1	1	0	0	0	0
ERR737099	SAMEA2664009	1	1	0	0	0	0
ERR737105	SAMEA2664015	1	1	0	0	1	1
ERR737118	SAMEA2664028	1	1	1	0	0	0
ERR737141	SAMEA2664060	1	0	0	0	0	0
ERR737146	SAMEA2664073	1	1	0	0	0	0
ERR737154	SAMEA2664094	1	1	0	0	0	0
ERR737156	SAMEA2664099	1	1	0	0	1	0
ERR737185	SAMEA2664187	1	1	1	0	0	0
ERR737188	SAMEA2664198	1	1	0	0	0	0
ERR737206	SAMEA2664097	1	0	0	0	0	1
ERR737219	SAMEA2664136	1	1	0	0	0	0
ERR737221	SAMEA2664142	1	1	0	0	0	0
ERR737252	SAMEA2664226	1	1	0	0	0	0
ERR737266	SAMEA2664254	1	0	0	0	0	0
ERR737269	SAMEA2664258	1	1	1	0	0	0
ERR737273	SAMEA2664264	1	0	0	0	0	0
ERR737285	SAMEA2664067	1	0	0	0	0	0
ERR737292	SAMEA2664085	1	1	1	0	0	0
ERR737324	SAMEA2664180	1	1	0	0	0	0
ERR737332	SAMEA2664204	1	0	0	0	0	0
ERR737349	SAMEA2664245	1	1	0	0	0	0
ERR737353	SAMEA2664252	1	1	0	0	0	0
ERR737361	SAMEA2664272	1	1	0	0	0	0
ERR737368	SAMEA2664279	1	1	0	0	0	0
ERR737373	SAMEA2664284	1	0	0	0	0	0
ERR737376	SAMEA2664287	1	1	1	0	0	0
ERR737455	SAMEA2663973	1	0	0	0	1	0
ERR737483	SAMEA2664305	1	1	1	0	0	0
ERR737485	SAMEA2664307	1	1	1	0	0	0
ERR737520	SAMEA2664382	1	1	0	0	0	0
ERR737536	SAMEA2664325	1	1	0	0	0	0
ERR737537	SAMEA2664328	1	1	0	0	0	0
ERR737551	SAMEA2664368	1	1	0	0	0	0
ERR737578	SAMEA2664491	1	1	1	0	0	0
ERR737622	SAMEA2664527	1	1	0	0	0	0
ERR737644	SAMEA2664588	1	1	0	0	0	0
ERR742921	SAMEA2664677	1	1	0	0	0	0
ERR742935	SAMEA2664707	1	1	0	0	0	0
ERR742941	SAMEA2664717	1	1	0	0	0	0
ERR742963	SAMEA2664739	1	0	1	0	1	0
ERR769123	SAMEA3268792	1	1	1	0	0	1
ERR769124	SAMEA3268800	1	1	1	0	0	1
ERR769127	SAMEA3268797	1	0	1	0	0	1
ERR769131	SAMEA3268786	1	1	1	0	0	1
ERR769133	SAMEA3268790	1	1	1	0	0	1
ERR769134	SAMEA3268783	1	1	1	0	0	1
ERR769135	SAMEA3268787	1	1	1	0	0	1
ERR769136	SAMEA3268801	0	1	1	0	0	1
ERR769138	SAMEA3268777	0	1	0	0	0	0
ERR769142	SAMEA3268802	1	1	1	0	0	1
ERR769144	SAMEA3268778	1	1	0	0	0	1
ERR769145	SAMEA3268788	1	1	0	0	0	0
ERR774758	SAMEA2664135	1	0	0	0	0	0
ERR774759	SAMEA2664607	1	1	0	0	0	0
SRR10591300	SAMN13412178	1	1	0	0	1	0
SRR10591304	SAMN13412174	1	1	0	0	0	0
SRR10591307	SAMN13412198	1	1	0	0	1	0
SRR10591309	SAMN13412196	1	1	0	0	0	0
SRR10591310	SAMN13412195	1	1	0	0	0	0
SRR10591313	SAMN13412192	1	1	0	0	1	0
SRR10591317	SAMN13412189	1	1	0	0	0	0
SRR10591318	SAMN13412188	1	1	0	0	0	0
SRR10591319	SAMN13412187	1	1	1	0	1	0
SRR10591320	SAMN13412186	1	1	0	0	0	0
SRR10591323	SAMN13412183	1	1	0	0	0	0
SRR10591325	SAMN13412181	1	1	0	0	1	0
SRR10591326	SAMN13412180	1	1	0	0	0	0
SRR1177879	SAMN02649746	0	1	0	0	0	0
SRR1177881	SAMN02649748	1	1	0	0	0	0
SRR1177888	SAMN02649755	0	1	0	0	1	0
SRR1177892	SAMN02649759	1	1	0	0	0	0
SRR1177894	SAMN02649761	1	1	0	0	0	0
SRR1177895	SAMN02649762	1	1	0	0	0	0
SRR1177897	SAMN02649764	1	1	0	0	0	0
SRR1177899	SAMN02649766	1	0	0	0	0	0
SRR1177900	SAMN02649767	1	1	0	0	0	0
SRR1177902	SAMN02649769	1	1	0	0	0	0
SRR1177904	SAMN02649771	1	0	0	0	0	0
SRR1177905	SAMN02649772	1	1	0	0	0	0
SRR1177912	SAMN02649779	1	0	1	0	0	0
SRR1177913	SAMN02649780	1	1	0	0	0	0
SRR1177914	SAMN02649781	1	1	0	0	0	0
SRR1177915	SAMN02649782	1	1	0	0	0	0
SRR1177916	SAMN02649783	1	1	0	0	0	0
SRR1177919	SAMN02649786	1	1	0	0	0	0
SRR1177920	SAMN02649787	1	1	1	0	0	0
SRR1177921	SAMN02649788	1	1	0	0	0	0
SRR1177927	SAMN02649794	1	1	0	0	0	1
SRR1177928	SAMN02649795	1	1	0	0	0	0
SRR1177937	SAMN02649804	1	1	0	0	0	0
SRR1177938	SAMN02649805	1	1	0	0	0	0
