sample_id	biosample	blaSHV	blaKPC	blaNDM	blaCTX-M	qnrB	blaOXA-48-like	aac6-Ib-cr
SRR24395008	SAMN34535393	1	0	1	1	0	0	0
SRR24395014	SAMN34535390	1	0	1	1	1	0	1
SRR24395016	SAMN34535389	1	1	0	0	0	0	0
SRR24395028	SAMN34535403	1	0	0	1	1	1	1
SRR24395030	SAMN34535402	1	1	0	1	1	0	1
SRR24395038	SAMN34535398	1	0	1	0	0	0	0
SRR24395042	SAMN34535396	1	0	1	1	0	0	0
SRR24395044	SAMN34535395	1	0	1	1	0	0	0
SRR24401840	SAMN34535796	1	0	1	1	1	0	1
SRR24420765	SAMN34567837	1	0	1	1	0	0	1
SRR24420768	SAMN34567834	1	0	1	1	0	0	0
SRR24420770	SAMN34567832	1	0	1	1	0	0	0
SRR24420771	SAMN34567831	0	0	0	0	0	1	0
SRR24422559	SAMN34571357	1	0	1	0	1	0	1
SRR24433144	SAMN34587420	1	1	1	0	0	0	0
SRR24437708	SAMN34589390	1	0	0	1	1	0	1
SRR24437712	SAMN34589387	1	0	0	1	1	0	0
SRR24437714	SAMN34589385	0	0	0	1	1	0	1
SRR24437719	SAMN34589380	1	0	0	1	1	0	1
SRR24437721	SAMN34589378	1	0	0	1	1	0	1
SRR24437723	SAMN34589377	1	0	0	1	1	0	0
SRR24437729	SAMN34589371	1	0	0	0	0	0	0
SRR24437732	SAMN34589368	1	0	0	1	0	0	0
SRR24437739	SAMN34589537	1	0	0	0	0	0	0
SRR24437749	SAMN34589366	1	0	0	1	1	0	1
SRR24437754	SAMN34589523	1	0	0	0	0	0	0
SRR24437757	SAMN34589520	1	0	0	1	1	0	1
SRR24437761	SAMN34589517	1	0	0	1	1	0	1
SRR24437771	SAMN34589364	1	0	0	1	0	0	0
SRR24437782	SAMN34589363	1	0	0	1	1	0	1
SRR24437793	SAMN34589362	1	0	0	0	0	0	0
SRR24437798	SAMN34589483	1	0	0	1	1	0	1
SRR24437799	SAMN34589482	1	0	0	1	0	0	0
SRR24437805	SAMN34589446	1	0	0	1	1	0	1
SRR24437806	SAMN34589445	1	0	0	1	1	0	1
SRR24437809	SAMN34589442	1	0	0	1	1	0	0
SRR24437811	SAMN34589440	1	0	0	0	0	0	0
SRR24437812	SAMN34589439	1	0	0	1	0	0	1
SRR24437821	SAMN34589431	1	0	0	1	1	0	1
SRR24437822	SAMN34589430	1	0	0	1	1	0	0
SRR24437824	SAMN34589428	1	0	0	0	0	0	0
SRR24437826	SAMN34589427	1	0	0	1	1	0	0
SRR24437838	SAMN34589416	1	0	0	1	1	0	1
SRR24437859	SAMN34589397	1	0	0	1	0	0	0
SRR24437863	SAMN34589393	1	0	0	1	0	0	0
SRR24437867	SAMN34589477	1	0	0	1	1	0	1
SRR24437876	SAMN34589468	1	0	0	1	0	0	0
SRR24437887	SAMN34589458	1	0	0	1	1	0	1
SRR24437897	SAMN34589449	1	0	0	1	1	0	1
SRR24437901	SAMN34589348	1	0	0	1	1	0	1
SRR24446637	SAMN34719688	1	1	0	1	1	0	1
SRR24446638	SAMN34719687	1	0	1	1	1	0	1
SRR24446645	SAMN34719695	1	0	1	1	0	0	0
SRR24459527	SAMN34894914	1	0	0	1	1	1	1
SRR24459529	SAMN34894912	1	1	0	0	0	0	0
SRR24459531	SAMN34894910	1	0	1	0	1	0	0
SRR24459534	SAMN34894924	1	0	1	1	0	1	0
SRR24459539	SAMN34894919	1	0	1	0	0	0	0
SRR24459540	SAMN34894918	0	0	1	0	0	0	0
SRR24459541	SAMN34894917	1	0	1	1	0	0	0
SRR24459542	SAMN34894916	1	0	1	1	0	0	0
SRR24465905	SAMN34998235	1	1	0	0	1	0	0
SRR24465908	SAMN34998232	1	1	0	0	0	0	0
SRR24465910	SAMN34998231	1	1	0	1	0	0	0
SRR24465911	SAMN34998230	1	1	0	0	0	0	0
SRR24465912	SAMN34998229	1	1	0	0	1	0	0
SRR24465914	SAMN34998227	1	1	0	0	0	0	0
SRR24465916	SAMN34998225	1	0	0	1	0	0	0
SRR24465917	SAMN34998224	1	1	0	0	1	0	0
SRR24465921	SAMN34998221	1	1	0	0	0	0	0
SRR24465922	SAMN34998220	1	1	0	1	0	0	0
SRR24465923	SAMN34998219	1	1	0	0	0	0	0
SRR24465924	SAMN34998218	1	1	0	1	0	0	1
SRR24465925	SAMN34998217	1	1	0	0	0	0	0
SRR24465928	SAMN34998214	1	1	0	0	1	0	1
SRR24465929	SAMN34998213	1	1	0	1	1	0	0
SRR24465930	SAMN34998212	1	0	0	0	0	0	0
SRR24465932	SAMN34998211	1	1	0	0	1	0	0
SRR24465933	SAMN34998210	1	1	0	0	1	0	0
SRR24465934	SAMN34998209	1	0	0	1	0	0	0
SRR24465935	SAMN34998208	1	1	0	0	1	0	0
SRR24465936	SAMN34998207	1	0	0	0	0	1	0
SRR24465941	SAMN34998202	1	0	0	1	0	1	1
SRR24465943	SAMN34998201	1	1	0	0	0	0	0
SRR24465944	SAMN34998200	1	0	0	0	1	0	1
SRR24465949	SAMN34998195	1	1	0	0	0	0	0
SRR24465951	SAMN34998193	1	0	0	0	1	0	0
SRR24465952	SAMN34998192	1	0	0	1	1	0	1
SRR24465954	SAMN34998191	0	1	0	0	0	0	0
SRR24465963	SAMN34998182	1	0	0	1	1	0	0
SRR24465964	SAMN34998146	1	1	0	1	0	0	0
SRR24465967	SAMN34998179	1	1	0	0	0	0	0
SRR24465968	SAMN34998178	1	1	0	1	0	0	0
SRR24465969	SAMN34998177	1	1	0	0	1	0	1
SRR24465973	SAMN34998480	1	0	0	1	0	0	0
SRR24465981	SAMN34998472	1	1	0	0	0	0	0
SRR24465986	SAMN34998468	1	1	0	0	0	0	0
SRR24465988	SAMN34998438	1	1	0	1	1	0	1
SRR24465991	SAMN34998435	1	1	0	0	0	0	0
SRR24465993	SAMN34998433	1	1	0	0	0	0	0
SRR24465994	SAMN34998432	1	1	0	1	1	0	0
SRR24465996	SAMN34998431	1	0	0	0	0	0	0
SRR24465999	SAMN34998428	1	1	0	0	0	0	0
SRR24466000	SAMN34998427	1	1	0	0	0	0	0
SRR24466001	SAMN34998426	1	1	0	0	1	0	0
SRR24466006	SAMN34998170	1	1	0	0	0	0	0
SRR24466007	SAMN34998421	0	0	0	1	0	0	0
SRR24466008	SAMN34998420	1	0	0	1	0	0	1
SRR24466009	SAMN34998419	1	1	0	0	0	0	0
SRR24466010	SAMN34998418	1	1	0	0	0	0	0
SRR24466013	SAMN34998415	1	1	0	0	0	0	0
SRR24466014	SAMN34998414	1	1	0	0	0	0	0
SRR24466015	SAMN34998413	1	1	0	0	0	0	0
SRR24466017	SAMN34998169	1	1	0	0	0	0	0
SRR24466020	SAMN34998409	1	1	0	0	0	0	0
SRR24466022	SAMN34998407	1	1	0	0	0	0	0
SRR24466023	SAMN34998406	1	1	0	1	0	0	0
SRR24466025	SAMN34998404	1	0	1	1	0	0	1
SRR24466027	SAMN34998402	1	1	0	1	1	0	0
SRR24466034	SAMN34998396	1	1	0	1	0	0	0
SRR24466040	SAMN34998391	1	1	0	0	0	0	0
SRR24466041	SAMN34998390	1	0	0	0	0	0	0
SRR24466042	SAMN34998389	1	1	0	0	0	0	0
SRR24466043	SAMN34998388	1	1	0	0	0	0	0
SRR24466045	SAMN34998386	1	1	0	0	1	0	0
SRR24466047	SAMN34998384	1	1	0	0	0	0	0
SRR24466054	SAMN34998464	1	0	0	1	0	0	0
SRR24466055	SAMN34998463	0	0	0	1	1	0	1
SRR24466056	SAMN34998462	1	1	0	0	0	0	0
SRR24466057	SAMN34998174	1	1	0	0	0	0	0
SRR24466058	SAMN34998461	1	0	0	1	0	0	0
SRR24466059	SAMN34998460	1	1	0	0	0	0	0
SRR24466061	SAMN34998458	1	0	0	1	0	0	1
SRR24466062	SAMN34998457	1	0	0	0	0	0	0
SRR24466068	SAMN34998173	1	1	0	0	0	0	0
SRR24466071	SAMN34998449	1	0	0	0	0	1	0
SRR24466072	SAMN34998448	1	0	0	1	1	0	1
SRR24466073	SAMN34998447	1	1	0	0	0	0	0
SRR24466074	SAMN34998446	1	1	0	0	0	0	0
SRR24466075	SAMN34998445	1	1	0	1	0	0	1
SRR24466077	SAMN34998443	1	1	0	1	0	0	1
SRR24466080	SAMN34998145	1	1	0	0	0	0	0
SRR24466082	SAMN34998440	1	1	0	0	1	0	0
SRR24466083	SAMN34998439	1	0	0	1	0	0	1
SRR24466087	SAMN34998294	1	1	0	0	0	0	0
SRR24466088	SAMN34998293	1	0	0	0	0	0	0
SRR24466096	SAMN34998286	1	1	0	0	0	0	0
SRR24466097	SAMN34998285	1	1	0	0	0	0	0
SRR24466099	SAMN34998283	1	1	0	0	1	0	1
SRR24466100	SAMN34998282	1	0	1	1	1	0	0
SRR24466101	SAMN34998156	1	1	0	0	0	0	0
SRR24466103	SAMN34998280	1	1	0	0	1	0	0
SRR24466105	SAMN34998278	0	1	0	0	0	0	0
SRR24466106	SAMN34998277	1	0	0	1	0	0	0
SRR24466107	SAMN34998276	1	1	0	0	0	0	0
SRR24466108	SAMN34998275	0	1	0	0	0	0	0
SRR24466109	SAMN34998274	1	0	0	0	0	0	0
SRR24466110	SAMN34998273	1	1	0	0	1	0	0
SRR24466111	SAMN34998272	1	1	0	1	1	0	0
SRR24466117	SAMN34998379	1	1	0	0	0	0	0
SRR24466119	SAMN34998377	1	1	0	0	0	0	0
SRR24466120	SAMN34998376	1	1	0	0	0	0	0
SRR24466124	SAMN34998372	1	1	0	0	0	0	0
SRR24466127	SAMN34998370	1	1	0	0	0	0	0
SRR24466128	SAMN34998369	1	1	0	0	1	0	0
SRR24466129	SAMN34998368	1	0	0	0	0	0	0
SRR24466131	SAMN34998366	1	1	0	0	0	0	0
SRR24466135	SAMN34998362	1	1	0	0	0	0	0
SRR24466137	SAMN34998361	1	1	0	0	0	0	0
SRR24466138	SAMN34998360	1	0	0	0	0	0	0
SRR24466139	SAMN34998359	1	1	0	0	1	0	0
SRR24466141	SAMN34998357	1	1	0	0	0	0	0
SRR24466142	SAMN34998356	1	1	0	0	0	0	0
SRR24466144	SAMN34998354	1	1	0	0	0	0	0
SRR24466148	SAMN34998351	1	0	1	1	0	0	0
SRR24466149	SAMN34998350	0	1	0	0	0	0	0
SRR24466151	SAMN34998348	1	1	0	0	0	0	0
SRR24466154	SAMN34998345	1	1	0	0	0	0	0
SRR24466156	SAMN34998343	1	1	0	0	0	0	0
SRR24466157	SAMN34998342	1	1	0	0	0	0	0
SRR24466161	SAMN34998340	1	0	0	1	1	0	1
SRR24466162	SAMN34998339	1	0	0	0	1	0	0
SRR24466166	SAMN34998335	1	0	0	0	0	0	0
SRR24466167	SAMN34998334	1	0	0	0	0	0	0
SRR24466172	SAMN34998330	1	1	0	0	0	0	0
SRR24466178	SAMN34998324	1	1	0	0	0	0	0
SRR24466179	SAMN34998323	1	0	0	1	1	0	0
SRR24466180	SAMN34998322	0	1	0	0	1	0	0
SRR24466195	SAMN34998309	1	1	0	0	0	0	0
SRR24466197	SAMN34998307	0	1	0	0	0	0	0
SRR24466199	SAMN34998305	1	1	0	1	1	0	0
SRR24466201	SAMN34998303	1	0	0	0	1	0	1
SRR24466202	SAMN34998302	1	1	0	1	1	0	1
SRR24466205	SAMN34998300	1	1	0	0	1	0	0
SRR24466206	SAMN34998299	1	1	0	1	0	0	1
SRR24466207	SAMN34998298	1	1	0	0	0	0	0
SRR24466210	SAMN34998266	1	0	1	1	0	0	1
SRR24466216	SAMN34998261	1	0	0	1	1	0	1
SRR24466220	SAMN34998257	1	0	0	0	1	0	0
SRR24466221	SAMN34998256	1	1	0	0	0	0	0
SRR24466222	SAMN34998255	1	0	0	0	0	0	0
SRR24466223	SAMN34998254	1	1	0	1	0	0	0
SRR24466224	SAMN34998253	1	0	0	1	0	0	0
SRR24466225	SAMN34998252	1	1	0	0	0	0	0
SRR24466226	SAMN34998153	1	0	0	1	1	0	1
SRR24466229	SAMN34998249	1	0	0	1	0	0	0
SRR24466232	SAMN34998246	0	1	0	0	1	0	0
SRR24466238	SAMN34998143	1	1	0	0	0	0	0
SRR24466242	SAMN34998239	1	1	0	0	1	0	0
SRR24466243	SAMN34998238	1	1	0	0	0	0	0
SRR24466244	SAMN34998237	1	1	0	0	0	0	0
SRR24474875	SAMN35004832	1	0	1	1	0	1	0
SRR24474880	SAMN35004827	1	0	1	0	0	0	0
SRR24474885	SAMN35004823	1	0	1	0	0	0	0
SRR24474893	SAMN35004815	0	0	1	0	0	0	0
SRR24474895	SAMN35004814	1	0	1	1	0	0	1
SRR24474896	SAMN35004813	1	0	1	0	0	0	0
SRR24474897	SAMN35004812	1	0	1	1	0	0	1
SRR24474910	SAMN35004780	1	0	1	1	0	1	0
SRR24474933	SAMN35004808	0	0	1	0	0	0	0
SRR24474935	SAMN35004806	0	0	1	0	0	0	0
SRR24474936	SAMN35004805	0	0	1	0	0	0	0
SRR24474938	SAMN35004804	0	0	1	0	0	0	0
SRR24474940	SAMN35004802	1	0	1	1	1	1	0
SRR24474941	SAMN35004801	0	0	1	0	0	0	0
SRR24474942	SAMN35004800	1	0	1	1	0	0	1
SRR24474943	SAMN35004799	1	0	1	1	0	0	1
SRR24474945	SAMN35004797	1	0	1	1	0	0	1
SRR24474947	SAMN35004795	0	0	1	0	0	0	0
SRR24474951	SAMN35004792	0	0	1	0	0	0	0
SRR24474960	SAMN35004784	1	0	1	1	0	0	1
SRR24474961	SAMN35004783	1	0	1	1	0	0	1
SRR24474962	SAMN35004782	1	0	1	1	1	0	1
SRR24475020	SAMN35004842	1	0	1	0	0	0	0
SRR24475021	SAMN35004841	1	0	1	0	0	0	0
SRR24475026	SAMN35004766	1	0	1	1	1	0	0
SRR24481988	SAMN35009963	1	0	1	1	0	0	1
SRR24481992	SAMN35009979	1	0	1	1	0	1	0
SRR24481993	SAMN35009978	1	0	1	1	0	0	0
SRR24481995	SAMN35009977	1	0	1	1	0	0	0
SRR24490433	SAMN35019495	1	0	1	0	0	0	0
SRR24490655	SAMN34535840	1	0	0	1	0	0	0
SRR24491662	SAMN35021505	1	0	0	0	0	1	0
SRR2449251	SAMN04096276	1	0	0	1	1	0	0
SRR2449299	SAMN04096279	0	1	0	0	0	0	0
SRR2449365	SAMN04096282	1	0	0	1	1	0	1
SRR24495876	SAMN35026869	1	1	0	0	0	0	0
SRR24498145	SAMN34495010	1	0	0	0	0	0	0
SRR24503421	SAMN35037654	1	1	0	0	0	0	0
SRR24504168	SAMN35038689	1	0	0	0	0	0	0
SRR24504169	SAMN35038688	1	0	0	0	0	0	0
SRR24504170	SAMN35038687	1	0	0	0	0	0	0
SRR24504171	SAMN35038686	1	0	0	0	0	0	0
SRR24504172	SAMN35038685	1	0	0	0	0	0	0
SRR24507320	SAMN35039632	1	0	1	0	0	0	0
SRR24508258	SAMN35042064	1	0	1	1	0	1	0
SRR24518805	SAMN35053612	1	1	0	1	0	0	0
SRR24518806	SAMN35053611	1	1	0	1	0	0	0
SRR24523625	SAMN35057280	1	0	0	1	0	0	0
SRR24523643	SAMN35059525	1	1	0	0	0	0	0
SRR24523645	SAMN35059523	1	1	0	0	0	0	0
SRR24524012	SAMN35060757	1	0	1	1	0	0	1
SRR24524013	SAMN35060756	1	0	1	1	0	1	0
SRR24524015	SAMN35060754	1	0	0	1	1	1	0
SRR24560538	SAMN35085362	1	0	0	0	0	1	0
SRR24601410	SAMN35113009	1	0	1	1	0	0	0
SRR24629759	SAMN35141348	0	0	1	0	0	0	0
SRR24632459	SAMN35132061	1	0	1	0	0	0	0
SRR24632470	SAMN35132051	1	0	1	0	0	0	0
SRR24632472	SAMN35132050	1	0	1	1	0	0	1
SRR24635318	SAMN35130664	1	0	1	1	0	1	0
SRR24636367	SAMN35130898	1	1	0	0	0	0	0
SRR24650894	SAMN35159386	1	0	1	1	0	1	0
SRR24650896	SAMN35159384	1	0	1	1	0	0	0
SRR24650898	SAMN35159382	1	0	1	1	0	0	1
SRR24650909	SAMN35159377	0	0	0	0	0	0	1
SRR24660993	SAMN35217888	1	1	0	0	0	0	0
SRR24660995	SAMN35217886	1	0	0	1	1	0	0
SRR24667967	SAMN35219277	1	0	0	1	0	0	0
SRR24667968	SAMN35219276	1	0	0	0	0	0	0
SRR24667969	SAMN35219275	1	0	0	1	0	0	0
SRR24667971	SAMN35219273	1	0	0	1	1	0	1
SRR24673226	SAMN35159660	1	0	0	1	0	0	0
SRR24673228	SAMN35159658	1	0	0	0	0	0	0
SRR24673229	SAMN35159657	1	1	0	0	0	0	0
SRR24673233	SAMN35159654	1	0	0	1	1	0	1
SRR24673234	SAMN35159653	1	0	0	1	0	0	0
SRR24673235	SAMN35159652	1	0	0	1	1	0	0
SRR24673236	SAMN35159651	1	0	0	1	1	0	1
SRR24673237	SAMN35159650	1	0	0	0	0	0	0
SRR24673238	SAMN35159649	1	0	0	1	1	0	1
SRR24673239	SAMN35159648	1	0	0	1	1	0	1
SRR24673240	SAMN35159647	1	0	0	1	0	0	1
SRR24673244	SAMN35159644	1	0	0	1	1	0	1
SRR24673245	SAMN35159643	1	0	0	1	1	0	1
SRR24673246	SAMN35159642	1	0	0	1	1	0	1
SRR24673247	SAMN35159641	1	0	0	0	0	0	0
SRR24673248	SAMN35159640	1	0	0	1	1	0	1
SRR24673249	SAMN35159639	1	0	0	1	1	0	1
SRR24673250	SAMN35159638	1	0	0	1	1	0	1
SRR24673251	SAMN35159637	1	0	0	1	1	0	1
SRR24673252	SAMN35159636	1	0	0	1	1	0	1
SRR24673254	SAMN35159635	1	0	0	1	0	0	0
SRR24673256	SAMN35159662	1	0	0	1	1	0	1
SRR24673257	SAMN35159661	1	0	0	1	1	0	1
SRR24673258	SAMN35159609	1	0	0	1	1	0	1
SRR24673260	SAMN35159607	1	0	0	1	0	0	1
SRR24673261	SAMN35159606	1	0	0	1	1	0	1
SRR24673262	SAMN35159605	1	0	0	1	1	0	1
SRR24673264	SAMN35159604	1	0	0	1	0	0	0
SRR24673265	SAMN35159603	1	0	0	0	0	0	0
SRR24673266	SAMN35159602	1	1	0	1	1	0	0
SRR24673267	SAMN35159601	1	0	0	1	0	0	1
SRR24673268	SAMN35159600	1	0	0	1	1	0	1
SRR24673269	SAMN35159599	1	0	0	1	0	0	1
SRR24673272	SAMN35159596	1	0	0	1	1	0	1
SRR24673273	SAMN35159595	1	0	0	1	0	0	0
SRR24673274	SAMN35159568	1	0	0	1	1	0	1
SRR24673275	SAMN35159594	1	0	0	0	0	0	0
SRR24673276	SAMN35159593	1	1	0	0	0	0	0
SRR24673277	SAMN35159592	1	0	0	1	1	0	0
SRR24673278	SAMN35159591	1	0	0	1	0	0	0
SRR24673279	SAMN35159590	1	0	0	1	1	0	0
SRR24673280	SAMN35159589	1	0	0	0	0	0	0
SRR24673281	SAMN35159588	1	0	0	1	1	0	1
SRR24673282	SAMN35159587	1	0	0	1	1	0	1
SRR24673283	SAMN35159586	1	0	0	1	1	0	1
SRR24673285	SAMN35159567	1	0	0	1	1	0	1
SRR24673287	SAMN35159634	1	0	0	0	0	0	0
SRR24673288	SAMN35159633	1	0	0	1	1	0	1
SRR24673289	SAMN35159632	1	0	0	1	1	0	1
SRR24673290	SAMN35159631	1	0	0	1	0	0	1
SRR24673291	SAMN35159630	1	0	0	1	0	0	0
SRR24673292	SAMN35159629	1	0	0	0	0	0	0
SRR24673293	SAMN35159628	1	0	0	0	0	0	0
SRR24673294	SAMN35159627	1	0	0	0	0	0	0
SRR24673297	SAMN35159571	1	0	0	1	1	0	1
SRR24673298	SAMN35159624	1	0	0	1	1	0	1
SRR24673299	SAMN35159623	1	0	0	1	0	0	0
SRR24673300	SAMN35159622	1	0	0	1	1	0	1
SRR24673301	SAMN35159621	1	0	0	0	0	0	0
SRR24673302	SAMN35159620	1	0	0	1	1	0	1
SRR24673303	SAMN35159619	1	0	0	0	0	0	0
SRR24673304	SAMN35159618	1	0	0	1	1	0	1
SRR24673305	SAMN35159617	1	0	0	1	1	0	0
SRR24673307	SAMN35159615	1	0	0	0	1	0	1
SRR24673308	SAMN35159570	1	0	1	1	0	0	0
SRR24673309	SAMN35159614	1	0	0	1	1	0	1
SRR24673310	SAMN35159613	1	0	0	0	1	0	1
SRR24673311	SAMN35159612	1	0	1	1	0	0	0
SRR24673313	SAMN35159610	1	0	0	0	1	0	1
SRR24673314	SAMN35159584	1	0	0	1	1	0	1
SRR24673316	SAMN35159582	1	0	0	1	1	0	1
SRR24673317	SAMN35159581	1	0	0	1	0	1	1
SRR24673318	SAMN35159580	1	0	0	1	1	0	0
SRR24673320	SAMN35159578	1	0	0	1	1	0	1
SRR24673321	SAMN35159577	1	0	0	1	1	0	0
SRR24673323	SAMN35159682	1	0	0	1	0	0	0
SRR24673324	SAMN35159681	1	0	0	1	1	0	1
SRR24673325	SAMN35159680	1	0	0	1	0	0	1
SRR24673326	SAMN35159679	1	0	0	1	1	0	1
SRR24673327	SAMN35159678	1	0	0	0	0	0	0
SRR24673328	SAMN35159677	1	0	0	0	0	0	0
SRR24673329	SAMN35159676	1	0	0	1	0	0	0
SRR24673331	SAMN35159576	1	0	0	1	0	0	1
SRR24673332	SAMN35159674	1	0	0	1	1	0	1
SRR24673334	SAMN35159672	1	0	0	1	1	0	1
SRR24673336	SAMN35159670	1	0	0	1	0	0	0
SRR24673340	SAMN35159666	1	0	0	1	1	0	1
SRR24673341	SAMN35159665	1	1	0	0	0	0	0
SRR24673342	SAMN35159575	1	0	0	1	0	0	1
SRR24673343	SAMN35159566	1	0	0	1	0	0	1
SRR24673344	SAMN35159565	1	0	0	1	1	0	1
SRR24674553	SAMN35221821	1	0	0	1	0	1	0
SRR24695890	SAMN35326255	1	0	1	1	0	0	1
SRR24705932	SAMN35330513	1	1	0	1	0	0	0
SRR24705933	SAMN35330512	1	0	1	0	0	0	1
SRR24705934	SAMN35330511	1	1	0	1	0	0	0
SRR24718894	SAMN35344965	1	0	1	1	0	0	1
SRR24724143	SAMN35345851	1	0	1	0	0	0	0
SRR24724144	SAMN35345850	1	1	1	0	0	0	0
SRR24724145	SAMN35345849	1	1	1	0	0	0	0
SRR24724151	SAMN35345848	1	1	1	0	0	0	0
SRR24726724	SAMN35347316	1	0	0	1	1	1	0
SRR24726725	SAMN35347315	1	0	0	1	1	1	0
SRR24735643	SAMN35360473	0	0	0	0	0	0	0
SRR24736312	SAMN35361116	1	0	1	1	0	0	1
SRR24736314	SAMN35361114	1	0	0	1	0	1	0
SRR24736318	SAMN35361128	1	0	0	1	0	1	0
SRR24736326	SAMN35361121	1	0	1	1	0	0	0
SRR24745887	SAMN35436756	1	0	1	0	0	0	0
SRR24749077	SAMN35439900	1	0	1	0	0	0	1
SRR24749087	SAMN35440029	1	0	1	1	0	0	0
SRR24749092	SAMN35440024	1	0	1	1	1	1	1
SRR24749606	SAMN35440188	1	0	0	1	1	1	0
SRR24749674	SAMN35440263	1	0	0	1	1	1	1
SRR24749677	SAMN35440260	1	0	0	1	1	1	1
SRR24749682	SAMN35440273	1	0	1	1	0	1	0
SRR24749683	SAMN35440272	1	0	1	1	1	0	0
SRR24749685	SAMN35440270	1	1	0	0	0	0	0
SRR24749686	SAMN35440269	1	1	0	0	0	0	0
SRR24768575	SAMN32016912	1	0	1	1	1	1	0
SRR24768576	SAMN32016911	1	0	1	0	1	1	0
SRR24768578	SAMN32016909	0	0	0	1	1	1	0
SRR24768579	SAMN32016908	0	0	0	1	0	1	0
SRR24768581	SAMN32016931	1	0	1	1	1	1	0
SRR24768582	SAMN32016930	1	0	1	1	1	1	0
SRR24768588	SAMN32016924	0	0	1	1	0	0	0
SRR24768592	SAMN32016921	1	0	1	1	0	0	0
SRR24768593	SAMN32016920	0	0	0	0	0	0	0
SRR24768594	SAMN32016919	1	0	1	0	1	1	0
SRR24768596	SAMN32016917	1	0	1	1	0	0	1
SRR24768597	SAMN32016916	1	0	1	1	1	1	0
SRR24768598	SAMN32016915	1	0	1	1	0	1	0
SRR24768600	SAMN31896602	0	0	0	0	0	1	0
SRR24768601	SAMN31896537	1	0	1	1	0	0	0
SRR24772156	SAMN35540148	1	0	1	1	0	0	1
SRR24772160	SAMN35540144	1	0	1	1	0	0	1
SRR24772162	SAMN35540142	1	0	1	1	0	0	0
SRR24772163	SAMN35540154	1	0	1	1	0	1	1
SRR24772164	SAMN35540153	1	0	1	1	0	1	1
SRR24772166	SAMN35540151	1	0	1	1	0	0	0
SRR24775144	SAMN35365787	1	1	0	1	0	0	1
SRR24775689	SAMN35541993	1	1	0	0	0	0	0
SRR24775691	SAMN35541991	1	0	1	1	1	1	0
SRR24775693	SAMN35541989	1	0	1	1	1	1	0
SRR24798261	SAMN35440133	1	0	0	0	0	0	0
SRR24798298	SAMN35440134	1	0	0	0	0	0	0
SRR24799372	SAMN35547155	1	0	1	1	0	0	0
SRR24799373	SAMN35547154	1	0	0	0	0	0	0
SRR24799374	SAMN35547153	1	0	0	1	1	0	1
SRR24799375	SAMN35547152	1	0	0	0	0	0	0
SRR24799376	SAMN35547151	1	0	0	0	0	0	0
SRR24799377	SAMN35547089	1	0	0	0	0	0	0
SRR24799378	SAMN35547150	1	0	0	0	0	0	0
SRR24799379	SAMN35547149	1	0	0	0	0	0	0
SRR24799381	SAMN35547148	1	0	0	0	0	0	0
SRR24799382	SAMN35547147	1	0	0	1	1	0	1
SRR24799383	SAMN35547146	1	0	0	0	0	0	0
SRR24799384	SAMN35547145	1	0	0	0	0	0	0
SRR24799385	SAMN35547144	1	0	0	0	0	0	0
SRR24799387	SAMN35547142	1	0	0	0	0	0	0
SRR24799388	SAMN35547088	1	0	0	0	0	0	0
SRR24799389	SAMN35547141	1	0	0	0	0	0	0
SRR24799390	SAMN35547140	1	0	0	1	0	1	1
SRR24799391	SAMN35547139	1	0	0	1	1	0	1
SRR24799392	SAMN35547138	1	0	0	0	0	0	0
SRR24799394	SAMN35547136	1	0	0	0	0	0	0
SRR24799395	SAMN35547135	1	0	0	0	0	0	0
SRR24799396	SAMN35547134	1	0	0	0	0	0	0
SRR24799397	SAMN35547133	1	0	0	0	0	0	0
SRR24799399	SAMN35547087	1	0	0	0	0	0	0
SRR24799400	SAMN35547131	1	0	0	1	1	0	1
SRR24799404	SAMN35547127	1	0	0	0	0	0	0
SRR24799405	SAMN35547126	1	0	0	0	0	0	0
SRR24799406	SAMN35547125	1	0	0	0	0	0	0
SRR24799407	SAMN35547124	1	0	0	1	0	0	0
SRR24799408	SAMN35547123	1	0	0	0	0	0	0
SRR24799409	SAMN35547122	1	0	0	0	0	0	0
SRR24799410	SAMN35547086	1	1	0	0	1	0	0
SRR24799411	SAMN35547121	1	0	0	0	0	0	0
SRR24799412	SAMN35547120	1	0	0	0	0	0	0
SRR24799413	SAMN35547119	1	0	0	0	0	0	0
SRR24799414	SAMN35547118	1	1	0	0	0	0	0
SRR24799415	SAMN35547117	1	0	0	0	0	0	0
SRR24799416	SAMN35547116	1	0	0	0	0	0	0
SRR24799417	SAMN35547115	1	0	0	0	0	0	0
SRR24799418	SAMN35547114	1	0	0	0	0	0	0
SRR24799419	SAMN35547113	1	0	0	0	0	0	0
SRR24799420	SAMN35547112	1	0	0	0	0	0	0
SRR24799421	SAMN35547085	1	0	0	0	0	0	0
SRR24799422	SAMN35547111	1	0	0	0	0	0	0
SRR24799423	SAMN35547110	1	0	0	0	0	0	0
SRR24799424	SAMN35547109	1	0	0	0	0	0	0
SRR24799425	SAMN35547108	1	0	0	0	0	0	0
SRR24799426	SAMN35547107	1	0	0	0	0	0	0
SRR24799427	SAMN35547106	1	0	0	0	0	0	0
SRR24799428	SAMN35547105	1	0	0	0	0	0	0
SRR24799429	SAMN35547104	1	0	0	0	0	0	0
SRR24799430	SAMN35547103	1	0	0	0	0	0	0
